year,store_id,product_id,promotion,holiday,weekday,month,price_level,stock_level,sales_class
2019,99,310,0,1,5,1,3,400,1
2019,98,4,0,0,6,1,4,393,0
2019,99,215,0,1,0,1,3,524,1
2019,40,391,1,1,1,1,3,889,1
2019,80,30,1,1,2,1,5,662,1
2019,38,346,1,0,3,1,3,277,0
2019,77,65,0,1,4,1,2,737,1
2019,87,124,1,1,5,1,5,648,2
2019,54,285,0,0,6,1,2,457,0
2019,22,153,0,0,0,1,4,567,0
2019,16,40,1,0,1,1,5,184,0
2019,28,26,1,1,2,1,2,273,2
2019,35,273,1,1,3,1,2,546,2
2019,60,159,0,1,4,2,1,757,1
2019,45,189,1,0,5,2,1,309,1
2019,46,264,1,0,6,2,1,931,1
2019,72,69,1,1,0,2,1,970,1
2019,55,1,0,0,1,2,3,516,0
2019,86,79,0,0,2,2,4,168,0
2019,85,228,1,0,3,2,3,187,0
2019,26,327,0,1,4,2,4,265,0
2019,85,46,1,0,5,2,5,141,0
2019,25,108,0,1,6,2,4,848,1
2019,65,475,1,1,0,2,3,804,2
2019,6,355,0,1,1,2,5,50,0
2019,23,124,0,0,2,2,5,213,0
2019,64,475,1,0,3,2,5,897,0
2019,87,148,0,1,4,2,1,852,2
2019,43,466,1,1,5,2,3,302,2
2019,23,424,1,0,6,2,1,340,1
2019,96,252,1,1,0,2,2,403,1
2019,30,2,0,0,1,2,5,19,0
2019,77,222,0,0,2,2,5,473,0
2019,18,189,1,0,3,2,5,41,0
2019,87,486,1,0,4,2,3,216,0
2019,79,478,0,0,5,2,5,124,0
2019,97,71,1,1,6,2,3,136,1
2019,21,359,1,1,0,2,2,680,2
2019,57,333,1,1,1,2,2,997,2
2019,23,97,1,0,2,2,2,462,1
2019,91,232,0,1,3,2,1,686,1
2019,45,30,1,1,4,3,5,716,1
2019,44,30,0,0,5,3,2,224,0
2019,82,215,0,1,6,3,4,691,1
2019,88,173,0,0,0,3,3,969,0
2019,47,280,0,0,1,3,4,705,0
2019,40,468,1,0,2,3,2,9,0
2019,51,476,1,0,3,3,1,89,1
2019,42,440,1,0,4,3,1,422,0
2019,7,211,1,1,5,3,4,935,2
2019,50,317,0,1,6,3,2,267,1
2019,48,497,0,0,0,3,5,412,0
2019,84,397,0,0,1,3,3,879,0
2019,91,125,1,0,2,3,3,972,0
2019,6,80,0,1,3,3,1,471,1
2019,91,184,0,0,4,3,4,184,0
2019,9,15,1,0,5,3,2,360,1
2019,57,11,0,0,6,3,2,798,0
2019,31,396,0,0,0,3,5,19,0
2019,21,342,1,0,1,3,5,906,0
2019,90,89,0,1,2,3,2,988,1
2019,40,3,0,1,3,3,2,591,1
2019,45,24,0,1,4,3,3,291,1
2019,77,89,0,1,5,3,4,149,1
2019,49,9,0,0,6,3,3,557,0
2019,87,476,1,1,0,3,5,444,1
2019,20,46,0,1,1,3,1,583,1
2019,92,94,0,0,2,3,2,659,0
2019,17,71,1,0,3,3,2,511,1
2019,28,188,1,0,4,3,4,294,0
2019,41,139,0,1,5,3,5,660,1
2019,66,10,1,1,6,3,2,567,2
2019,25,3,0,0,0,4,3,235,0
2019,58,19,0,1,1,4,4,422,0
2019,41,130,1,1,2,4,2,489,2
2019,6,401,0,0,3,4,1,669,0
2019,75,221,1,0,4,4,5,266,0
2019,38,130,0,0,5,4,4,599,0
2019,6,437,1,0,6,4,3,759,1
2019,45,400,1,0,0,4,5,343,0
2019,75,113,0,1,1,4,2,870,1
2019,14,138,1,1,2,4,1,362,2
2019,66,452,0,1,3,4,3,252,0
2019,40,43,0,1,4,4,5,595,0
2019,3,218,0,1,5,4,2,461,2
2019,99,58,0,0,6,4,4,982,0
2019,97,113,1,1,0,4,2,412,1
2019,24,188,0,1,1,4,4,206,0
2019,19,122,1,1,2,4,4,979,2
2019,18,408,1,0,3,4,2,729,0
2019,64,460,0,1,4,4,1,380,1
2019,88,85,0,1,5,4,4,11,1
2019,35,106,0,1,6,4,4,691,1
2019,62,400,0,1,0,4,2,502,0
2019,1,356,1,1,1,4,4,214,1
2019,100,99,1,1,2,4,3,914,1
2019,25,9,1,0,3,4,5,32,0
2019,45,6,0,0,4,4,2,408,0
2019,49,108,0,0,5,4,3,894,1
2019,98,449,0,1,6,4,4,144,1
2019,89,462,1,0,0,4,4,159,0
2019,16,152,0,0,1,4,4,85,0
2019,98,394,1,1,2,5,5,33,0
2019,93,338,0,0,3,5,1,357,0
2019,19,237,1,0,4,5,2,459,1
2019,23,457,0,1,5,5,3,384,1
2019,83,27,0,1,6,5,1,334,2
2019,25,119,1,0,0,5,2,188,0
2019,16,211,1,0,1,5,4,721,0
2019,54,100,1,1,2,5,4,620,1
2019,73,3,1,1,3,5,3,377,1
2019,1,294,1,0,4,5,1,701,1
2019,42,457,1,0,5,5,4,36,0
2019,19,330,1,1,6,5,5,320,1
2019,97,329,1,0,0,5,2,129,0
2019,34,17,1,1,1,5,3,99,1
2019,80,106,1,0,2,5,5,527,0
2019,55,230,1,1,3,5,3,694,1
2019,18,304,0,1,4,5,2,88,0
2019,34,177,1,1,5,5,1,42,2
2019,89,427,1,0,6,5,5,83,0
2019,45,84,1,0,0,5,4,877,0
2019,6,263,1,0,1,5,3,767,0
2019,21,196,1,1,2,5,1,688,2
2019,70,249,0,0,3,5,2,657,0
2019,96,382,0,1,4,5,4,160,0
2019,48,458,1,0,5,5,3,473,0
2019,39,149,1,0,6,5,1,505,1
2019,31,206,1,0,0,5,2,251,0
2019,10,409,1,0,1,5,1,398,1
2019,30,81,0,1,2,5,2,486,1
2019,18,189,1,1,3,5,4,218,1
2019,60,412,0,1,4,5,5,832,0
2019,88,206,0,0,5,6,3,744,1
2019,73,308,0,1,6,6,5,726,1
2019,95,269,0,0,0,6,4,185,0
2019,15,290,1,0,1,6,5,409,0
2019,4,383,0,1,2,6,3,291,1
2019,63,361,1,1,3,6,4,129,1
2019,40,451,0,1,4,6,3,615,1
2019,9,388,1,1,5,6,5,236,1
2019,9,300,1,0,6,6,1,85,1
2019,26,382,0,1,0,6,1,113,1
2019,4,255,0,0,1,6,3,469,0
2019,81,399,0,0,2,6,1,741,0
2019,16,468,0,0,3,6,3,174,0
2019,15,8,1,0,4,6,5,407,0
2019,99,114,0,0,5,6,2,90,0
2019,52,5,0,1,6,6,4,824,1
2019,69,450,1,0,0,6,5,839,0
2019,5,476,1,1,1,6,2,332,2
2019,20,342,1,1,2,6,5,191,0
2019,79,73,1,0,3,6,2,868,1
2019,18,348,1,1,4,6,3,204,1
2019,2,121,0,1,5,6,4,328,1
2019,93,302,0,0,6,6,3,675,1
2019,13,449,0,1,0,6,4,476,1
2019,4,372,1,0,1,6,2,21,0
2019,42,484,0,1,2,6,1,754,1
2019,74,369,0,1,3,6,1,905,1
2019,61,234,0,1,4,6,1,552,1
2019,95,66,1,1,5,6,1,40,2
2019,8,230,1,0,6,6,5,878,0
2019,67,410,0,1,0,7,5,613,0
2019,63,31,0,1,1,7,1,954,2
2019,9,307,0,0,2,7,3,998,0
2019,94,297,0,0,3,7,2,652,0
2019,11,51,1,1,4,7,1,887,2
2019,99,147,1,1,5,7,3,35,2
2019,42,95,1,0,6,7,3,224,1
2019,13,329,1,0,0,7,3,191,0
2019,36,387,1,0,1,7,5,808,0
2019,13,38,0,0,2,7,4,802,0
2019,12,198,1,1,3,7,5,701,1
2019,37,241,1,0,4,7,1,660,0
2019,74,173,0,0,5,7,1,514,0
2019,73,493,1,1,6,7,1,195,2
2019,52,256,0,0,0,7,2,488,0
2019,71,455,1,0,1,7,2,201,0
2019,2,41,1,1,2,7,4,433,1
2019,56,409,1,0,3,7,5,913,0
2019,60,473,0,0,4,7,3,834,0
2019,23,434,0,0,5,7,5,243,0
2019,40,129,0,0,6,7,1,769,1
2019,64,54,1,1,0,7,4,984,1
2019,85,86,0,0,1,7,2,68,0
2019,23,212,0,0,2,7,4,611,0
2019,29,269,1,0,3,7,3,763,0
2019,78,296,1,1,4,7,4,889,2
2019,90,21,1,1,5,7,4,336,2
2019,51,215,1,0,6,7,4,571,1
2019,69,425,0,1,0,7,1,980,1
2019,95,189,0,1,1,7,3,971,0
2019,89,161,0,0,2,7,2,94,0
2019,31,201,1,0,3,8,5,250,0
2019,50,29,1,1,4,8,2,842,2
2019,20,381,1,0,5,8,4,315,1
2019,55,244,0,0,6,8,4,465,0
2019,81,183,0,1,0,8,5,255,0
2019,2,32,0,0,1,8,3,393,0
2019,25,267,0,0,2,8,4,97,0
2019,13,436,1,1,3,8,1,510,2
2019,92,36,1,1,4,8,1,485,2
2019,70,93,1,1,5,8,2,297,2
2019,67,368,0,1,6,8,1,393,2
2019,58,159,0,1,0,8,2,773,1
2019,99,398,0,0,1,8,4,80,0
2019,82,447,0,1,2,8,1,838,1
2019,75,180,1,1,3,8,1,972,2
2019,84,438,1,0,4,8,5,171,0
2019,64,373,0,1,5,8,2,858,2
2019,69,306,0,1,6,8,5,194,0
2019,83,473,0,1,0,8,3,941,1
2019,86,379,1,0,1,8,5,132,0
2019,59,438,0,1,2,8,1,583,1
2019,60,218,0,1,3,8,1,885,1
2019,83,470,0,0,4,8,3,375,0
2019,62,329,0,0,5,8,2,91,0
2019,16,353,1,1,6,8,2,112,2
2019,88,343,1,1,0,8,2,458,1
2019,68,227,1,0,1,8,3,695,0
2019,15,212,1,1,2,8,4,450,1
2019,89,353,1,1,3,8,4,471,1
2019,55,163,0,1,4,8,3,8,0
2019,35,366,0,1,5,8,5,974,1
2019,55,158,0,0,6,9,3,412,0
2019,14,110,0,0,0,9,4,242,0
2019,49,55,0,0,1,9,4,915,0
2019,83,350,0,0,2,9,5,179,0
2019,100,214,1,1,3,9,1,314,1
2019,7,365,0,1,4,9,1,33,1
2019,30,385,0,1,5,9,1,824,2
2019,83,15,1,0,6,9,2,587,1
2019,49,153,1,0,0,9,4,40,0
2019,89,20,1,1,1,9,3,380,1
2019,16,455,0,0,2,9,5,762,0
2019,51,400,0,0,3,9,4,474,0
2019,72,52,1,1,4,9,1,233,1
2019,82,343,1,1,5,9,5,246,2
2019,92,469,1,1,6,9,3,557,2
2019,80,321,1,1,0,9,4,506,1
2019,83,367,0,0,1,9,3,574,0
2019,42,84,1,0,2,9,4,825,0
2019,17,367,1,1,3,9,4,727,2
2019,63,467,0,1,4,9,1,946,1
2019,45,326,0,1,5,9,5,49,0
2019,77,486,1,1,6,9,1,764,2
2019,7,224,0,1,0,9,4,525,0
2019,27,129,0,1,1,9,1,163,1
2019,10,350,1,0,2,9,4,64,0
2019,34,382,1,0,3,9,1,326,1
2019,36,16,0,0,4,9,4,135,0
2019,25,411,1,1,5,9,2,796,2
2019,6,274,1,1,6,9,2,149,2
2019,24,77,0,0,0,9,3,635,0
2019,18,300,0,1,1,10,4,523,0
2019,87,306,0,0,2,10,1,986,0
2019,6,92,0,0,3,10,4,860,0
2019,29,458,0,0,4,10,1,569,0
2019,25,270,1,0,5,10,3,368,1
2019,55,52,0,0,6,10,4,774,0
2019,81,349,1,0,0,10,3,985,1
2019,46,121,1,0,1,10,1,669,0
2019,24,459,1,1,2,10,5,529,1
2019,75,50,1,0,3,10,1,498,1
2019,26,379,1,1,4,10,3,255,1
2019,98,475,0,0,5,10,4,586,0
2019,28,492,1,1,6,10,4,692,1
2019,3,273,1,1,0,10,3,101,1
2019,75,380,0,1,1,10,4,73,0
2019,38,120,1,1,2,10,2,377,1
2019,61,387,0,0,3,10,5,474,0
2019,78,446,1,0,4,10,3,287,0
2019,51,95,0,0,5,10,5,277,0
2019,90,149,0,1,6,10,3,76,1
2019,48,289,1,1,0,10,5,758,1
2019,21,257,0,1,1,10,1,741,1
2019,54,454,0,0,2,10,3,876,0
2019,56,371,1,0,3,10,4,119,0
2019,94,184,1,1,4,10,5,40,0
2019,59,260,1,0,5,10,1,781,1
2019,72,150,1,0,6,10,1,651,2
2019,51,205,1,1,0,10,1,54,1
2019,20,442,1,0,1,10,4,218,0
2019,96,172,0,0,2,10,1,150,0
2019,86,313,1,0,3,10,5,434,0
2019,59,222,1,0,4,11,4,129,0
2019,71,168,1,0,5,11,3,379,0
2019,9,244,1,0,6,11,4,614,0
2019,1,218,1,0,0,11,3,271,0
2019,29,56,1,0,1,11,3,505,0
2019,63,63,1,0,2,11,3,534,0
2019,72,103,1,1,3,11,3,154,1
2019,56,373,1,0,4,11,4,691,0
2019,68,167,0,0,5,11,2,582,1
2019,35,7,0,1,6,11,2,463,1
2019,3,142,0,1,0,11,1,486,1
2019,7,125,1,1,1,11,5,138,1
2019,27,90,1,0,2,11,5,141,0
2019,1,402,0,0,3,11,5,198,0
2019,91,311,1,0,4,11,1,600,1
2019,80,371,0,0,5,11,5,138,0
2019,71,440,1,0,6,11,4,812,1
2019,44,216,1,0,0,11,2,544,0
2019,87,441,1,1,1,11,3,223,1
2019,41,123,1,0,2,11,5,360,0
2019,75,372,0,0,3,11,1,115,0
2019,42,186,1,0,4,11,1,19,0
2019,33,371,0,0,5,11,4,323,0
2019,50,153,1,1,6,11,3,36,1
2019,63,249,0,0,0,11,3,573,0
2019,100,114,1,1,1,11,1,379,2
2019,37,96,1,1,2,11,5,416,0
2019,59,198,1,1,3,11,4,107,1
2019,81,336,1,1,4,11,4,85,1
2019,99,3,0,1,5,11,3,291,1
2019,48,149,0,1,6,12,4,628,1
2019,5,416,0,1,0,12,2,896,1
2019,48,386,0,0,1,12,3,425,0
2019,96,111,0,0,2,12,1,696,0
2019,3,20,1,1,3,12,4,390,1
2019,47,203,0,1,4,12,3,71,1
2019,62,371,0,1,5,12,5,199,1
2019,99,402,0,0,6,12,5,89,0
2019,14,182,1,1,0,12,2,983,2
2019,63,331,0,1,1,12,1,922,1
2019,61,227,0,1,2,12,5,979,0
2019,31,292,0,1,3,12,3,743,0
2019,95,358,0,0,4,12,4,504,0
2019,17,76,1,0,5,12,5,834,1
2019,24,317,1,1,6,12,5,187,1
2019,23,316,0,0,0,12,2,710,0
2019,82,223,1,0,1,12,4,970,0
2019,50,373,1,1,2,12,4,94,1
2019,78,36,0,1,3,12,5,870,0
2019,79,478,1,1,4,12,4,933,1
2019,79,428,1,1,5,12,1,17,2
2019,70,324,1,1,6,12,1,658,2
2019,27,450,1,1,0,12,5,534,0
2019,15,300,1,1,1,12,5,298,1
2019,50,333,1,0,2,12,1,217,0
2019,36,90,1,1,3,12,4,519,1
2019,8,29,1,1,4,12,2,954,2
2019,79,176,0,0,5,12,2,974,0
2019,3,420,1,0,6,12,2,571,1
2019,62,220,1,1,0,12,4,667,1
2019,47,136,1,1,1,12,2,429,2
2020,77,389,0,0,2,1,1,506,0
2020,98,352,0,0,3,1,4,140,0
2020,88,478,1,0,4,1,1,182,1
2020,96,462,0,1,5,1,4,935,1
2020,61,175,0,0,6,1,2,386,1
2020,32,126,1,0,0,1,2,534,1
2020,94,171,0,1,1,1,5,331,0
2020,13,394,0,0,2,1,3,533,0
2020,1,266,0,1,3,1,1,290,1
2020,34,134,0,1,4,1,2,642,1
2020,62,272,0,0,5,1,4,819,0
2020,79,444,0,1,6,1,5,42,0
2020,78,26,0,0,0,1,1,608,0
2020,93,277,1,0,1,1,2,501,0
2020,98,100,0,1,2,1,5,815,0
2020,82,442,0,0,3,1,2,90,0
2020,71,425,0,0,4,1,2,764,0
2020,93,362,1,0,5,1,2,25,1
2020,31,30,1,0,6,1,5,835,1
2020,64,133,1,0,0,1,3,969,1
2020,25,394,0,0,1,1,2,953,0
2020,38,496,1,1,2,1,1,747,2
2020,14,351,0,0,3,1,5,945,0
2020,8,139,1,0,4,1,2,632,1
2020,91,486,0,1,5,1,5,861,1
2020,54,191,0,0,6,1,1,372,0
2020,2,391,0,0,0,1,1,179,0
2020,81,187,1,1,1,1,4,349,1
2020,78,140,1,1,2,1,4,810,1
2020,89,320,1,0,3,1,3,883,0
2020,56,379,1,1,4,1,4,283,1
2020,94,237,1,0,5,2,5,303,0
2020,93,369,0,0,6,2,4,691,0
2020,84,297,0,1,0,2,5,846,0
2020,85,444,1,1,1,2,5,380,1
2020,61,200,0,1,2,2,3,420,0
2020,22,284,1,1,3,2,5,914,1
2020,35,379,0,0,4,2,4,150,0
2020,16,80,0,1,5,2,4,693,1
2020,50,447,1,1,6,2,2,976,2
2020,43,259,0,1,0,2,3,579,0
2020,17,101,1,0,1,2,1,767,1
2020,80,32,0,0,2,2,1,116,0
2020,58,277,0,1,3,2,2,338,1
2020,2,121,0,0,4,2,4,576,0
2020,4,55,0,0,5,2,3,803,0
2020,85,493,1,1,6,2,4,682,1
2020,39,18,1,0,0,2,2,890,1
2020,98,309,0,0,1,2,1,565,0
2020,94,368,1,0,2,2,3,490,1
2020,6,121,1,0,3,2,4,596,0
2020,81,110,1,0,4,2,5,518,0
2020,89,331,0,0,5,2,5,473,0
2020,69,61,1,0,6,2,5,211,0
2020,69,434,1,0,0,2,1,897,1
2020,20,264,1,0,1,2,5,856,0
2020,64,268,1,0,2,2,5,749,0
2020,16,435,0,0,3,2,2,197,0
2020,51,500,0,0,4,2,2,29,0
2020,37,450,1,1,5,2,2,868,2
2020,73,297,1,1,6,3,4,864,2
2020,69,406,1,0,0,3,5,932,0
2020,42,127,0,1,1,3,1,667,1
2020,57,137,1,0,2,3,5,349,0
2020,66,78,1,1,3,3,5,638,1
2020,9,207,0,0,4,3,4,695,0
2020,100,395,0,0,5,3,2,492,0
2020,86,397,1,1,6,3,5,447,2
2020,64,184,0,1,0,3,3,841,1
2020,86,412,0,0,1,3,3,590,0
2020,22,89,0,1,2,3,2,722,1
2020,34,320,0,0,3,3,2,948,0
2020,55,229,0,0,4,3,5,459,0
2020,29,64,0,0,5,3,3,226,0
2020,38,326,0,1,6,3,1,606,2
2020,97,55,0,1,0,3,1,523,1
2020,18,293,1,0,1,3,3,569,1
2020,71,417,1,0,2,3,2,615,1
2020,65,281,0,1,3,3,4,523,0
2020,97,370,1,0,4,3,4,853,0
2020,1,279,1,0,5,3,1,217,1
2020,88,188,1,0,6,3,2,493,1
2020,4,440,0,1,0,3,5,511,0
2020,4,191,1,0,1,3,3,774,0
2020,82,392,1,0,2,3,1,938,1
2020,27,273,1,0,3,3,4,66,0
2020,43,95,1,0,4,3,4,242,0
2020,59,90,0,0,5,3,5,931,0
2020,32,247,1,0,6,3,5,954,1
2020,33,441,1,0,0,3,4,616,0
2020,28,75,1,0,1,3,2,747,1
2020,55,62,0,0,2,4,4,287,0
2020,100,222,1,0,3,4,3,430,0
2020,60,267,0,0,4,4,2,646,0
2020,70,451,0,1,5,4,5,558,1
2020,62,424,0,1,6,4,5,681,1
2020,80,424,1,0,0,4,5,188,0
2020,34,121,0,0,1,4,3,79,0
2020,87,312,0,1,2,4,5,946,1
2020,88,309,0,1,3,4,2,439,1
2020,56,341,1,0,4,4,5,249,0
2020,13,483,1,1,5,4,5,35,2
2020,56,28,0,0,6,4,4,426,0
2020,18,342,1,0,0,4,4,150,0
2020,54,426,1,1,1,4,3,370,1
2020,77,371,1,1,2,4,2,140,2
2020,43,302,0,0,3,4,2,44,0
2020,39,274,1,1,4,4,4,711,1
2020,61,23,1,0,5,4,2,433,1
2020,42,410,0,1,6,4,5,611,1
2020,81,99,0,0,0,4,3,213,0
2020,79,285,1,0,1,4,4,414,0
2020,18,308,1,1,2,4,5,421,1
2020,23,110,0,0,3,4,4,110,0
2020,54,203,1,1,4,4,4,371,1
2020,30,106,0,0,5,4,3,717,0
2020,98,46,0,0,6,4,3,964,1
2020,58,257,1,0,0,4,4,414,0
2020,68,447,0,1,1,4,5,821,0
2020,67,144,1,1,2,4,1,200,2
2020,71,25,1,0,3,4,5,519,0
2020,18,62,0,0,4,5,2,267,0
2020,7,230,1,0,5,5,4,954,1
2020,40,82,1,1,6,5,4,964,2
2020,70,336,0,1,0,5,3,950,1
2020,86,211,1,0,1,5,2,31,0
2020,65,400,0,0,2,5,1,481,0
2020,68,197,0,1,3,5,1,409,1
2020,49,347,1,0,4,5,3,893,0
2020,52,492,1,0,5,5,1,395,1
2020,29,198,1,1,6,5,4,96,2
2020,21,377,1,1,0,5,1,392,2
2020,90,162,0,0,1,5,1,249,0
2020,78,208,1,1,2,5,5,128,1
2020,9,309,1,0,3,5,1,142,0
2020,47,407,1,1,4,5,5,481,0
2020,76,427,0,1,5,5,2,802,2
2020,42,44,0,1,6,5,5,90,1
2020,51,288,0,1,0,5,2,7,0
2020,56,491,1,1,1,5,3,517,1
2020,51,279,0,1,2,5,4,405,0
2020,70,404,0,0,3,5,3,758,0
2020,20,275,1,0,4,5,3,875,1
2020,88,221,1,0,5,5,3,627,0
2020,27,456,0,0,6,5,2,423,0
2020,38,285,0,1,0,5,1,931,1
2020,72,146,1,1,1,5,5,686,1
2020,65,69,1,0,2,5,3,76,0
2020,54,140,0,1,3,5,3,842,1
2020,24,10,0,1,4,5,1,972,1
2020,47,111,0,0,5,5,3,940,0
2020,71,37,0,0,6,5,2,243,1
2020,83,81,0,0,0,6,2,198,0
2020,86,96,1,1,1,6,1,876,2
2020,63,55,1,1,2,6,2,382,2
2020,57,132,0,1,3,6,3,734,1
2020,55,223,1,0,4,6,3,323,0
2020,60,384,1,1,5,6,4,751,2
2020,99,63,1,1,6,6,4,566,2
2020,62,474,1,1,0,6,1,355,1
2020,30,12,1,1,1,6,3,198,1
2020,93,146,0,0,2,6,3,805,0
2020,22,264,0,1,3,6,5,822,0
2020,75,32,1,1,4,6,2,352,1
2020,84,468,0,1,5,6,1,970,2
2020,29,49,1,0,6,6,1,347,1
2020,41,360,1,1,0,6,2,783,2
2020,42,447,0,0,1,6,5,940,0
2020,98,461,1,1,2,6,4,791,1
2020,65,187,0,1,3,6,5,560,0
2020,31,343,1,1,4,6,4,435,1
2020,30,451,1,0,5,6,4,792,1
2020,18,99,1,1,6,6,5,345,1
2020,17,167,0,0,0,6,1,277,0
2020,38,306,0,0,1,6,3,847,0
2020,14,213,1,0,2,6,1,939,1
2020,87,199,0,1,3,6,3,210,1
2020,89,246,1,1,4,6,1,816,2
2020,79,154,0,1,5,6,5,821,1
2020,56,407,1,0,6,6,5,202,0
2020,22,96,1,1,0,6,5,63,1
2020,67,63,1,0,1,6,3,557,1
2020,56,194,0,0,2,7,1,0,0
2020,19,423,1,0,3,7,4,670,0
2020,57,322,0,0,4,7,1,226,0
2020,44,359,0,1,5,7,1,717,2
2020,98,302,0,0,6,7,2,108,0
2020,35,399,0,0,0,7,1,759,0
2020,1,272,0,0,1,7,4,116,0
2020,52,376,1,0,2,7,1,380,0
2020,85,90,1,0,3,7,2,179,0
2020,93,328,0,0,4,7,2,585,0
2020,70,272,0,1,5,7,4,386,1
2020,37,85,1,1,6,7,1,573,2
2020,65,295,1,1,0,7,5,923,0
2020,51,395,0,1,1,7,5,777,0
2020,1,472,0,0,2,7,2,169,0
2020,91,36,0,0,3,7,4,793,0
2020,21,18,0,1,4,7,5,277,0
2020,53,407,1,1,5,7,2,30,1
2020,16,77,1,0,6,7,2,671,1
2020,61,49,0,1,0,7,1,163,0
2020,54,492,0,0,1,7,4,198,0
2020,40,498,0,1,2,7,5,71,0
2020,26,426,0,1,3,7,1,494,1
2020,80,359,1,1,4,7,3,796,1
2020,92,236,0,1,5,7,4,711,1
2020,65,44,1,0,6,7,2,965,1
2020,100,109,0,0,0,7,1,756,0
2020,74,129,1,0,1,7,5,445,0
2020,64,7,0,0,2,7,2,118,0
2020,43,304,0,1,3,7,2,88,1
2020,17,112,1,0,4,7,5,681,0
2020,59,213,1,0,5,8,3,695,1
2020,23,400,1,0,6,8,4,36,0
2020,7,304,0,0,0,8,4,347,0
2020,44,462,1,0,1,8,2,159,0
2020,53,427,0,1,2,8,1,162,0
2020,71,307,0,1,3,8,3,460,1
2020,79,363,1,1,4,8,3,906,1
2020,34,66,1,0,5,8,2,646,2
2020,46,31,1,0,6,8,1,111,1
2020,68,295,0,1,0,8,5,750,0
2020,78,265,0,1,1,8,5,374,0
2020,78,297,0,0,2,8,2,631,0
2020,16,319,1,0,3,8,1,251,0
2020,71,14,1,0,4,8,3,393,0
2020,96,58,0,1,5,8,3,858,1
2020,19,458,1,1,6,8,3,69,2
2020,2,496,0,1,0,8,4,954,1
2020,10,344,1,1,1,8,3,646,1
2020,50,242,1,1,2,8,5,299,0
2020,81,353,1,1,3,8,1,913,2
2020,12,248,0,1,4,8,3,588,0
2020,70,98,1,1,5,8,2,908,2
2020,22,468,0,1,6,8,2,781,2
2020,32,448,0,1,0,8,5,889,0
2020,84,412,0,1,1,8,3,399,0
2020,1,388,0,0,2,8,5,529,0
2020,54,162,1,1,3,8,5,189,1
2020,58,388,0,1,4,8,5,687,0
2020,70,247,1,1,5,8,4,107,2
2020,83,326,0,0,6,8,3,956,1
2020,18,442,1,0,0,8,2,93,0
2020,6,342,0,0,1,9,4,524,0
2020,45,4,1,0,2,9,5,549,0
2020,97,306,0,0,3,9,2,816,0
2020,23,261,0,1,4,9,5,150,0
2020,23,331,1,1,5,9,4,757,2
2020,26,45,1,0,6,9,1,274,1
2020,77,419,1,1,0,9,5,71,1
2020,7,211,1,0,1,9,5,464,0
2020,79,244,0,1,2,9,2,803,1
2020,44,203,1,1,3,9,2,391,1
2020,27,203,0,1,4,9,5,824,0
2020,26,373,1,1,5,9,3,865,2
2020,97,27,1,1,6,9,2,157,2
2020,79,386,0,1,0,9,1,5,0
2020,36,438,1,1,1,9,1,999,2
2020,55,495,1,1,2,9,5,381,0
2020,64,118,1,1,3,9,2,234,1
2020,91,456,1,0,4,9,1,2,0
2020,57,226,1,0,5,9,4,151,0
2020,69,360,1,1,6,9,1,91,2
2020,61,468,1,1,0,9,2,791,2
2020,2,471,1,0,1,9,5,523,0
2020,55,463,1,0,2,9,1,674,1
2020,97,432,1,0,3,9,5,547,0
2020,80,205,0,0,4,9,4,466,0
2020,87,247,1,0,5,9,1,47,1
2020,38,479,1,1,6,9,5,498,1
2020,80,49,1,1,0,9,1,511,1
2020,78,366,1,0,1,9,1,804,0
2020,29,253,0,0,2,9,2,166,0
2020,26,78,1,0,3,10,2,831,1
2020,35,257,1,0,4,10,3,337,0
2020,79,120,0,0,5,10,2,386,0
2020,67,475,1,1,6,10,2,328,2
2020,87,417,1,0,0,10,3,237,0
2020,29,35,0,1,1,10,3,946,0
2020,34,438,0,1,2,10,1,421,1
2020,97,312,1,0,3,10,1,661,1
2020,41,143,1,0,4,10,1,724,1
2020,41,197,1,1,5,10,2,782,2
2020,23,485,1,1,6,10,5,111,1
2020,71,260,1,1,0,10,5,958,1
2020,3,366,0,1,1,10,2,74,0
2020,58,84,1,1,2,10,4,90,1
2020,32,192,0,0,3,10,1,124,0
2020,31,487,0,0,4,10,2,289,0
2020,82,22,1,1,5,10,4,733,2
2020,43,24,1,1,6,10,1,950,2
2020,7,431,1,0,0,10,3,35,0
2020,1,75,0,1,1,10,2,756,1
2020,61,366,0,0,2,10,4,773,0
2020,14,134,0,0,3,10,5,523,0
2020,52,411,1,1,4,10,2,269,1
2020,96,394,1,0,5,10,5,611,1
2020,6,167,0,0,6,10,4,696,0
2020,10,458,1,1,0,10,2,917,2
2020,71,110,0,0,1,10,2,334,0
2020,90,90,1,0,2,10,2,863,1
2020,98,37,1,1,3,10,2,446,1
2020,30,310,1,0,4,10,3,426,0
2020,100,481,0,0,5,10,2,349,0
2020,21,51,0,1,6,11,4,243,1
2020,60,60,1,1,0,11,4,854,1
2020,81,72,0,0,1,11,3,527,0
2020,97,128,0,0,2,11,2,294,0
2020,74,307,0,1,3,11,2,267,1
2020,63,62,1,1,4,11,1,979,2
2020,42,305,1,1,5,11,1,109,2
2020,51,179,1,0,6,11,5,480,1
2020,64,28,0,1,0,11,3,141,0
2020,76,240,0,1,1,11,1,222,0
2020,56,420,0,0,2,11,4,420,0
2020,80,232,0,1,3,11,4,947,0
