area,bedrooms,age,price,num_floors,zip_code,furnishing_status,property_type,green_area_percent
3345,4,6,692000,1,10001,1,2,36
3211,3,48,608000,3,10001,0,0,38
1804,3,18,333000,2,30001,2,0,10
820,4,2,260000,2,10005,2,0,46
1206,4,17,245000,5,10001,1,3,40
1814,3,21,331000,1,10005,0,1,25
2638,5,9,584000,4,10003,2,0,32
3988,5,18,809000,2,10004,1,3,20
1514,1,46,231000,3,10002,1,2,14
4946,7,22,1027000,5,10002,0,2,8
4654,7,3,983000,4,30002,0,2,35
940,1,10,169000,5,20001,0,1,43
1763,4,18,361000,5,10003,1,1,23
1172,4,19,280000,5,10001,2,0,32
4435,6,19,913000,4,10001,1,2,30
3341,5,22,680000,1,10001,0,3,20
4410,8,25,951000,3,20002,2,2,46
2492,4,44,423000,2,10005,1,1,45
905,4,7,226000,2,30001,1,3,37
2481,2,3,528000,3,10001,0,2,10
4897,7,13,1032000,3,10003,1,3,31
4816,7,0,1024000,3,20001,0,0,31
3436,7,14,737000,3,10001,2,2,10
2937,5,18,603000,3,10003,2,3,35
4216,6,26,870000,1,10001,2,0,9
4330,6,16,896000,3,10005,0,2,11
2086,4,26,445000,4,10002,1,2,20
3979,6,41,785000,3,20002,2,2,26
4454,7,15,933000,3,10002,0,0,32
3159,5,23,666000,5,40001,0,3,16
1244,2,12,267000,4,30002,2,3,39
835,3,24,164000,5,20001,2,2,16
2275,5,49,423000,5,10005,1,2,50
4757,8,33,977000,2,30001,1,1,43
2598,3,5,612000,4,10001,2,1,26
2645,5,33,554000,5,30001,0,1,11
2208,5,13,483000,3,10004,2,3,29
2508,3,11,513000,2,30001,1,1,11
3738,5,36,781000,1,10003,1,3,8
2100,5,11,401000,2,10001,1,0,46
2043,5,21,446000,1,10001,2,0,44
4776,6,21,987000,1,40001,0,3,26
3897,5,45,768000,3,20002,1,1,12
809,3,6,214000,4,10001,2,1,26
3225,6,30,699000,4,40001,0,1,43
2460,4,31,485000,2,10002,0,1,46
3431,4,18,698000,1,10005,1,2,41
1872,4,26,352000,4,10005,1,0,21
4025,5,28,810000,1,10001,1,3,48
2116,3,35,439000,3,20001,1,0,33
4945,8,16,1036000,2,30001,2,0,13
4483,8,12,911000,5,10004,2,0,31
4073,6,29,805000,3,10004,0,2,10
945,2,9,184000,2,10002,2,2,28
3840,7,46,750000,2,10003,0,2,13
2262,3,0,498000,3,10005,2,3,45
2384,3,38,461000,1,20001,0,2,27
1282,4,33,272000,5,10005,2,3,35
3979,5,21,806000,1,10002,2,3,27
2049,2,5,428000,3,10004,0,2,31
1430,2,29,238000,3,30001,0,2,9
1461,4,2,321000,4,10001,2,2,21
4303,7,20,901000,5,10004,2,1,27
3652,4,26,733000,1,30001,1,2,33
3266,4,28,674000,2,30002,0,1,34
1787,2,45,320000,1,40001,2,1,46
2346,5,46,447000,2,30001,0,0,13
1449,2,10,347000,2,40001,1,0,50
1768,4,12,351000,5,10002,2,2,14
3437,5,37,704000,2,40001,2,3,22
1900,3,19,381000,4,10002,2,2,21
1240,1,1,268000,1,10002,2,0,21
1569,4,27,285000,4,10004,1,3,47
2143,5,17,425000,2,10003,0,0,43
4529,8,30,933000,4,10005,1,0,32
4706,7,19,981000,3,10003,1,2,39
2377,2,44,402000,1,10004,0,1,41
4808,7,13,999000,1,10002,2,2,48
4151,6,49,824000,5,10002,1,1,46
3149,5,7,653000,3,30002,1,2,21
4402,5,25,933000,2,40001,1,2,14
2041,4,43,369000,2,10002,0,0,49
1925,4,20,393000,4,40001,2,3,33
3401,6,22,700000,5,20001,0,2,29
1990,3,5,389000,2,10003,2,0,28
4931,6,18,1018000,4,30002,1,2,49
872,2,25,135000,4,10003,2,3,15
2714,6,2,628000,4,20001,2,1,35
3272,4,1,695000,3,20001,0,1,15
3846,5,48,743000,5,10001,2,2,18
1507,2,6,303000,4,10004,1,3,17
2604,4,12,570000,2,10005,2,1,5
4513,7,13,954000,2,40001,0,3,16
3364,6,9,692000,3,40001,0,0,6
3275,4,28,673000,3,30001,0,1,44
4410,8,27,939000,5,30001,0,3,19
3623,7,19,743000,2,10001,1,0,17
2535,4,5,531000,3,20002,0,3,31
2385,3,20,529000,5,10003,0,0,34
866,3,9,197000,1,10005,2,2,18
3861,6,6,917000,5,20001,1,3,12
3228,7,2,746000,3,10003,2,0,32
4953,6,11,1096000,5,10001,1,2,16
1141,3,46,171000,1,10004,0,2,14
3574,7,18,819000,5,40001,0,3,18
3617,6,42,689000,3,40001,0,2,8
3461,3,26,678000,2,10004,1,1,18
2032,1,44,332000,2,20001,0,0,9
4674,9,16,1002000,2,20002,1,3,35
3201,4,19,667000,2,10001,1,2,15
2294,4,10,481000,3,10001,0,1,30
1461,2,22,286000,5,30001,2,1,5
4683,6,26,950000,5,20001,0,2,48
4419,7,38,910000,2,10001,2,0,12
2668,5,29,551000,2,10001,1,0,27
3134,4,28,617000,5,30002,1,2,46
4174,7,36,845000,3,10002,0,3,7
1816,3,1,361000,1,30001,0,0,43
1007,3,0,235000,3,20002,2,1,33
3465,5,18,728000,5,10001,1,3,27
3293,5,24,696000,3,10001,1,1,9
1432,5,4,300000,4,20002,2,1,30
2902,5,25,572000,1,40001,0,0,33
3759,6,38,769000,5,10004,2,3,27
3883,4,24,795000,5,40001,2,0,15
2731,5,39,558000,2,10004,0,2,28
4519,7,34,984000,4,10003,1,3,27
3362,4,6,673000,4,10005,1,0,11
2479,4,1,516000,2,20002,1,0,10
1036,2,42,169000,1,40001,1,1,28
2340,3,26,461000,2,10002,0,3,27
4743,6,15,995000,1,20002,2,0,27
1163,5,32,275000,4,10002,0,3,34
3168,5,46,671000,2,30002,2,0,11
1085,3,19,199000,5,30001,0,0,32
948,4,18,220000,2,20002,2,3,47
4837,5,38,997000,4,30001,0,3,7
2566,6,33,508000,3,10005,2,2,21
1812,4,4,402000,1,40001,2,1,15
3631,4,22,725000,1,10005,1,3,17
3307,4,46,593000,4,30001,2,0,18
2323,5,28,454000,2,10003,1,2,48
3585,6,3,768000,1,30002,2,1,8
3356,6,43,702000,2,10003,1,3,39
4525,6,21,942000,5,30002,1,1,40
2401,4,14,507000,1,10005,2,2,13
3208,4,29,635000,2,30002,1,2,39
1140,2,27,213000,5,30002,2,1,46
3617,5,41,720000,4,30002,1,0,7
3296,4,23,621000,1,20002,0,0,34
2525,2,46,472000,4,20002,2,0,7
2489,6,49,483000,3,10005,0,2,40
4067,5,29,850000,5,10005,0,2,47
1061,4,43,165000,5,30001,0,3,19
2242,3,12,502000,2,10003,2,0,23
1205,2,12,222000,3,20001,1,2,14
2990,3,11,640000,1,20001,1,1,20
1043,4,23,202000,4,30002,1,0,44
4907,8,30,1032000,4,20002,0,0,35
1360,2,26,286000,2,20002,1,2,40
4937,8,45,1013000,1,10002,1,0,31
3525,6,41,697000,1,30002,2,1,12
1393,3,25,258000,1,10005,1,0,50
2626,4,44,491000,2,20001,0,1,13
4029,6,20,806000,1,10004,1,1,50
4087,5,47,802000,1,30001,0,3,13
4873,7,13,1057000,3,10001,2,2,24
933,1,37,168000,3,20001,0,2,41
3938,7,35,837000,1,10001,2,0,11
4719,9,49,979000,1,10004,1,2,37
872,2,9,135000,1,10003,2,2,25
3778,5,34,745000,1,10004,0,0,6
2785,4,13,590000,4,40001,2,1,8
1592,3,16,313000,2,10001,0,3,22
894,3,1,199000,2,10004,2,0,6
1933,4,25,394000,2,20002,2,3,16
1037,2,16,204000,3,10005,2,1,42
3746,7,32,788000,3,20001,0,3,37
3330,5,47,626000,2,30001,2,3,38
2760,5,0,538000,1,30001,0,3,30
1848,1,41,291000,4,10001,1,3,26
3329,5,36,694000,2,40001,0,2,43
3764,6,47,745000,2,40001,0,2,45
1763,2,1,363000,5,10002,0,2,27
1336,1,13,290000,4,30001,0,2,17
4479,8,30,895000,5,10005,2,3,38
4987,7,43,1029000,5,10004,0,2,24
4524,7,42,923000,1,20002,2,1,16
1342,3,27,279000,3,10005,1,2,50
1645,3,40,311000,1,20002,0,1,34
4403,4,17,917000,1,10002,1,0,16
3836,5,15,807000,5,40001,1,2,35
3294,5,10,703000,3,10002,2,0,41
3519,6,7,764000,3,20002,2,3,38
2684,4,34,497000,3,30002,2,0,12
4938,7,18,1011000,4,40001,0,3,18
4001,7,47,865000,5,40001,2,3,5
3510,5,31,687000,4,40001,1,1,14
2753,5,7,563000,4,40001,1,1,14
4650,8,43,935000,5,10003,0,3,47
1489,1,45,223000,4,20002,2,0,41
2750,2,34,493000,2,10001,1,0,43
1256,3,11,282000,4,10005,2,3,19
2930,5,49,556000,4,10003,2,2,33
4776,9,44,948000,5,30002,0,1,22
1979,4,17,393000,1,20001,0,3,7
4365,6,31,857000,1,40001,0,1,27
1682,3,25,318000,4,30002,2,1,19
1199,4,37,243000,2,10002,0,0,18
1408,3,5,303000,5,30001,1,2,18
2438,5,12,531000,5,10001,0,3,35
2948,5,6,638000,4,10004,0,3,19
2182,5,35,432000,4,20001,1,3,49
2203,5,6,487000,2,30002,2,3,5
1619,4,47,306000,4,20001,1,3,39
4092,6,11,835000,2,20001,1,0,14
1619,2,34,322000,3,10004,1,0,30
1219,3,1,306000,3,10002,1,3,19
4102,8,2,879000,3,10005,1,2,8
2308,4,36,463000,1,20001,2,3,41
1567,1,20,293000,1,10003,1,0,24
2844,6,29,577000,5,40001,1,3,41
2939,5,26,647000,4,10004,0,1,21
3829,6,26,775000,5,40001,0,0,32
2349,4,10,482000,3,40001,2,0,17
2564,2,17,508000,3,20002,2,1,8
3445,4,6,712000,2,30002,1,2,46
4516,6,1,928000,4,10002,2,3,34
3093,5,25,616000,3,20001,1,3,8
3508,5,7,763000,1,30002,0,2,13
1700,4,23,350000,2,40001,0,2,27
3884,4,0,822000,1,30002,0,1,26
2809,7,47,587000,2,10005,2,2,34
1041,4,46,188000,5,10001,0,0,28
3185,5,31,613000,5,10002,0,3,26
1471,2,34,276000,2,10003,2,3,30
963,3,17,197000,2,20001,0,2,46
1264,3,33,229000,1,10004,1,3,15
3842,6,36,786000,5,20002,0,1,40
3242,6,46,607000,1,30002,2,2,47
3155,6,6,671000,1,10003,1,1,31
3357,6,22,690000,3,20002,0,2,39
1345,2,16,303000,3,10004,1,3,43
4635,7,5,977000,4,30001,1,1,9
1393,1,9,290000,5,10002,2,1,43
4604,5,23,924000,5,30002,1,0,14
2259,3,42,411000,4,20001,2,1,20
4293,7,44,874000,4,10002,1,1,46
3401,5,27,670000,1,30002,2,1,39
3244,6,30,631000,2,30001,1,1,40
3472,7,35,695000,3,10002,2,2,11
816,2,30,147000,3,20002,0,1,38
3991,5,32,802000,1,10005,2,3,45
1192,3,31,258000,4,10002,0,2,41
1224,1,10,270000,1,30002,1,0,23
1371,2,10,288000,5,30002,0,2,23
4431,8,3,965000,4,10005,1,0,49
1920,3,5,415000,5,10004,1,0,16
1041,3,31,179000,1,10005,2,2,37
4697,5,25,960000,3,20002,2,3,41
4895,7,31,961000,3,20002,1,1,46
3079,5,38,611000,4,40001,0,2,25
1588,3,41,301000,4,30001,0,2,18
1514,4,28,316000,4,10005,0,0,25
3649,5,4,810000,1,10001,0,1,15
1575,4,2,331000,2,20001,2,1,48
4826,7,47,1010000,4,10003,2,2,30
3047,5,31,686000,1,40001,1,0,15
878,1,40,148000,3,40001,0,2,44
4726,7,13,1039000,1,30002,2,2,14
1655,2,23,326000,5,30002,2,2,33
2948,5,32,564000,1,10001,2,2,29
1831,4,33,318000,4,20001,0,0,9
4071,7,30,784000,5,10004,1,2,50
4376,9,49,907000,4,40001,1,0,18
4982,7,24,1049000,3,10005,2,3,29
4256,6,8,918000,2,20001,1,3,47
4306,6,23,899000,1,30001,2,3,34
1207,3,37,215000,2,20002,1,0,23
3511,5,5,709000,3,20001,2,2,38
3888,5,36,731000,4,10004,0,0,32
2468,3,48,442000,5,10002,2,1,13
947,3,48,109000,1,10002,1,0,18
4697,8,39,897000,2,30001,1,0,32
2750,6,13,591000,2,10004,0,3,47
1165,1,38,190000,5,30001,1,1,5
2474,4,19,499000,5,20002,0,2,29
3346,4,29,670000,4,20001,0,0,10
1362,3,6,255000,3,10004,0,2,48
4362,6,22,917000,5,20001,0,3,32
3289,7,40,687000,1,30001,1,3,46
1572,3,20,304000,1,40001,2,3,20
2837,6,1,569000,4,40001,2,2,48
4223,7,26,857000,1,10003,2,0,29
3367,6,29,699000,5,30002,1,2,21
2373,6,20,482000,2,30002,1,2,25
4494,7,37,970000,2,30001,1,2,5
4091,7,22,871000,5,20001,1,3,42
2046,4,34,409000,3,10003,2,2,26
4519,6,20,946000,1,10002,0,2,14
4639,6,37,905000,2,30002,1,1,13
1159,2,30,208000,2,10005,0,1,45
3176,5,49,561000,4,30002,0,2,37
3809,7,8,766000,4,10004,1,3,27
3793,6,19,783000,3,20001,0,2,5
1762,4,32,340000,4,40001,1,0,20
4432,6,44,904000,4,10001,1,2,38
2627,2,15,494000,1,10004,2,3,33
2413,5,31,486000,3,20002,2,1,25
2440,3,18,477000,3,30001,0,2,32
3016,7,17,606000,1,10003,2,0,17
1177,3,27,214000,5,10005,0,3,30
1169,4,22,216000,3,20001,1,3,20
2996,4,32,573000,2,20001,0,3,10
4547,8,8,966000,3,40001,0,3,21
1451,4,49,310000,2,20001,2,2,39
1569,3,19,333000,3,10005,0,1,14
3221,4,19,680000,1,30001,0,0,16
1580,2,15,325000,1,10005,2,0,37
2516,5,36,500000,4,10003,1,3,50
4783,6,15,1017000,4,30001,2,1,49
2111,3,10,430000,3,10005,2,0,14
4159,6,33,804000,5,20001,0,0,24
1322,3,13,271000,1,30001,1,3,34
1321,4,21,270000,1,10004,0,1,18
3120,5,19,702000,1,30001,1,0,44
1735,4,38,353000,4,10002,0,1,34
3030,5,12,627000,2,30001,0,2,34
4840,9,4,1047000,2,10001,0,0,24
4497,8,28,925000,2,30002,0,2,45
3637,6,44,701000,5,10001,0,2,8
4883,8,21,1039000,5,20001,0,0,35
3261,5,41,583000,2,10001,0,3,19
4043,5,5,849000,5,10004,1,3,42
4159,5,26,820000,4,10005,1,1,33
1485,4,15,270000,2,30002,0,0,13
2960,5,14,573000,1,20001,2,2,28
4788,8,22,1014000,2,30001,1,3,29
4866,6,46,1006000,5,30001,0,0,33
2367,5,20,460000,3,10002,1,1,28
838,2,35,155000,1,30002,0,0,48
3344,6,41,657000,1,10005,1,1,37
2056,3,8,419000,4,30002,0,2,31
3790,6,11,809000,1,10002,0,2,26
2996,7,42,598000,4,10002,0,2,25
4268,7,21,900000,5,10002,0,1,29
3508,5,22,745000,4,10005,0,3,48
1101,1,39,175000,1,10005,0,0,41
1446,3,48,249000,3,20001,2,1,39
2559,4,46,506000,4,20002,1,3,40
1397,2,31,243000,3,10004,2,2,21
1461,5,34,318000,5,10001,2,2,33
2168,2,39,436000,3,10005,0,0,41
3381,6,11,745000,4,10005,2,1,21
4668,9,10,1019000,3,20002,2,0,30
4337,5,23,907000,5,10002,2,0,47
1082,2,25,186000,2,10005,0,3,42
4478,6,23,942000,1,10002,1,2,31
2286,5,11,484000,5,10005,1,1,25
4882,7,10,1023000,5,30002,0,0,32
4983,9,38,1018000,5,10001,2,0,13
1260,3,30,269000,2,40001,0,0,26
3125,5,5,698000,1,10002,0,1,47
4554,6,41,941000,5,10004,0,0,14
3268,4,37,648000,2,30001,2,2,38
2524,5,13,482000,3,10005,0,2,36
2176,6,45,357000,2,10004,1,3,44
3543,5,14,745000,3,30002,2,0,48
1314,2,17,251000,1,10001,2,0,27
1502,4,33,250000,3,20001,0,0,19
2453,4,6,526000,3,40001,0,3,16
2866,4,2,599000,2,10004,0,1,35
822,4,41,178000,5,20001,1,3,40
3260,7,2,718000,1,10005,1,0,25
2104,4,10,433000,2,20001,1,2,29
4100,5,21,804000,4,10002,1,2,29
1161,3,10,248000,3,20002,2,0,29
4527,8,12,988000,1,10003,2,0,18
2084,5,13,442000,1,20001,2,1,14
1314,4,5,314000,3,40001,2,0,21
1248,1,13,239000,5,10002,1,1,16
2655,5,16,576000,5,10004,1,0,21
4362,7,42,880000,3,10002,1,1,15
3320,6,13,669000,3,10005,2,3,9
3881,6,0,867000,1,30002,1,3,22
2228,4,15,488000,5,10002,0,2,40
4767,7,7,1040000,3,10002,2,2,39
1722,2,40,393000,3,20002,2,2,37
3937,5,18,807000,5,10004,1,3,30
2959,6,4,644000,2,30002,0,1,26
3347,6,37,670000,2,30001,0,0,9
3779,7,18,784000,1,10003,2,3,27
3081,4,10,654000,2,10002,0,3,13
3449,6,45,674000,4,20002,2,0,49
1113,4,39,240000,1,10001,1,1,19
3413,5,46,664000,3,10003,1,2,45
3883,7,8,849000,2,10003,1,2,39
3056,4,44,596000,5,10005,0,2,6
1837,3,41,350000,3,40001,1,1,40
4289,7,38,847000,1,40001,1,2,13
3434,5,42,705000,5,10001,1,1,26
4783,6,10,1013000,2,30001,2,0,50
2578,4,10,553000,1,20002,0,3,14
4695,7,43,956000,4,10002,1,3,7
1924,3,10,340000,2,10001,2,3,30
1497,3,4,326000,5,10004,2,0,16
2979,4,30,592000,2,10004,2,0,47
2204,4,23,452000,2,10001,2,0,28
1843,1,32,356000,2,10001,0,0,40
2729,5,26,579000,4,30001,1,2,23
1813,2,2,404000,3,10002,1,2,9
1026,4,10,206000,3,30001,0,1,10
2628,5,49,505000,2,10002,1,2,42
2823,5,33,526000,1,10001,2,0,14
3252,5,8,690000,1,30001,2,2,28
2885,5,15,576000,4,10003,0,1,35
1880,4,10,394000,4,10002,0,0,19
3120,4,48,612000,1,30002,0,1,19
3990,7,2,918000,1,20001,1,3,31
3430,4,0,702000,1,10004,0,2,13
3363,8,0,758000,3,10001,2,0,18
4092,5,9,853000,5,20002,1,1,38
4386,5,46,846000,4,30002,2,0,26
3747,7,22,793000,1,40001,1,0,30
4759,8,7,1028000,4,10004,2,2,19
3613,6,9,771000,2,30001,1,2,18
3383,5,31,645000,4,20002,1,2,17
961,2,18,186000,5,10003,2,3,29
1393,3,48,252000,4,20002,1,1,14
4059,7,0,840000,1,10004,2,0,37
4955,7,28,1000000,4,10003,2,2,10
3762,5,22,746000,2,30002,2,3,39
4688,8,36,959000,5,10005,2,0,38
4190,8,0,937000,1,10002,1,0,28
1463,2,11,290000,1,10001,2,1,36
1932,4,33,413000,1,10002,2,2,27
1341,4,3,311000,4,20002,0,1,44
3774,5,44,740000,1,10002,2,3,33
1667,3,8,352000,5,40001,2,3,41
2866,3,18,531000,2,10004,0,1,32
1231,5,29,250000,4,10003,2,0,24
2006,4,8,439000,4,10002,0,0,19
3328,6,46,703000,4,10003,1,2,17
1969,3,46,331000,3,20002,1,2,13
1630,3,2,384000,5,10001,2,2,28
2451,4,33,496000,1,10004,1,1,13
1936,3,47,331000,4,30001,2,3,20
3610,8,41,725000,3,20001,2,2,50
1275,3,5,310000,4,20001,1,2,5
3610,6,39,736000,5,10005,1,2,29
2126,4,39,431000,2,40001,1,1,13
1819,3,46,315000,2,20001,2,2,11
2636,5,20,522000,5,10003,1,1,40
3248,5,21,597000,2,30002,1,1,9
2083,5,30,390000,2,10004,2,3,37
1459,2,45,227000,1,20001,1,2,27
2810,6,36,588000,3,10002,0,0,14
1198,4,47,183000,3,20002,0,1,47
2533,6,33,475000,1,20001,1,0,43
2925,3,25,563000,4,20002,0,3,46
2971,6,24,604000,4,10004,1,3,16
874,1,27,144000,1,10002,1,2,8
4271,7,15,965000,5,20001,2,3,8
1636,4,10,360000,5,10005,1,0,7
1299,2,23,249000,5,10005,0,3,19
937,3,9,213000,5,30002,1,1,34
2897,4,46,605000,4,10004,1,3,5
4496,6,46,846000,1,10004,1,2,38
2685,2,24,551000,2,10004,0,2,26
3557,7,12,784000,1,10004,1,2,32
4720,7,13,957000,4,20002,0,2,12
2700,3,10,537000,1,30001,1,0,16
3410,6,46,649000,2,20001,1,3,40
4786,7,15,968000,2,30002,2,1,5
2249,3,17,441000,4,10004,1,0,39
1346,2,38,198000,1,30002,1,2,19
2803,6,45,566000,3,20002,2,3,40
2896,5,30,620000,5,10004,1,1,32
1503,2,26,262000,1,20001,0,2,50
3203,5,9,647000,5,10002,1,3,18
2425,4,31,507000,5,30001,0,3,40
4131,4,26,797000,1,30002,1,2,13
3778,7,9,772000,5,20001,1,0,46
3639,5,18,734000,3,10004,1,3,14
4184,6,38,858000,5,10005,2,0,40
3459,6,21,726000,5,40001,0,0,48
2661,6,5,611000,3,10001,0,3,11
3656,6,32,717000,3,30001,1,0,45
1485,2,8,328000,2,40001,0,2,48
2419,4,22,485000,2,10002,0,3,19
2231,4,31,393000,2,10002,1,3,12
1675,1,28,337000,2,20001,2,0,48
3261,6,10,699000,2,10003,1,3,42
2165,4,36,454000,5,10005,1,1,7
2043,4,48,407000,5,30002,2,1,16
962,1,25,191000,5,10002,1,0,50
2774,5,42,605000,3,30002,0,1,14
4091,7,49,786000,2,10001,1,0,17
1069,2,49,212000,4,30001,1,1,19
1431,4,36,266000,1,30001,1,1,48
1705,4,39,345000,5,30002,1,1,33
4271,4,6,888000,5,10003,2,3,27
4053,6,14,872000,3,10002,2,3,35
2814,5,22,577000,4,10003,2,1,6
2441,4,33,518000,5,10004,1,2,26
1004,3,46,181000,1,30001,0,1,44
1381,3,0,277000,1,10005,2,2,18
1640,4,7,368000,4,20001,1,1,18
2519,4,25,523000,2,10002,0,3,50
3443,6,10,751000,5,30001,2,2,14
3097,4,31,589000,2,30001,2,2,10
1674,4,46,299000,2,10003,1,1,26
1489,3,49,261000,3,10001,0,1,12
4800,6,12,997000,1,20001,2,1,11
3941,6,46,830000,3,20002,0,2,40
2222,6,31,454000,2,10001,2,3,38
1471,3,12,283000,3,10005,2,3,37
1971,3,46,352000,5,20002,1,0,7
4526,6,49,853000,4,10001,0,3,47
1743,2,6,362000,3,10002,1,0,41
2249,3,36,402000,5,10003,2,3,17
4537,9,22,943000,5,30001,1,2,31
3339,6,6,735000,5,10002,1,1,43
4759,6,35,913000,5,20002,0,0,34
3161,5,27,633000,4,20002,0,2,46
4452,8,3,997000,5,10005,1,2,49
4470,7,3,932000,3,10005,2,1,22
2553,3,23,504000,2,10004,1,1,20
3152,6,21,707000,3,30002,1,3,14
2738,4,17,592000,5,20001,2,3,25
1170,3,43,189000,4,10005,1,1,11
2731,6,8,573000,3,10003,0,2,40
1224,3,40,230000,1,10003,1,1,25
1694,2,7,339000,1,30002,1,1,30
1397,1,1,330000,3,10005,0,3,21
3862,5,28,795000,4,20002,2,0,27
3136,4,20,593000,4,10004,0,2,16
2487,2,17,456000,3,20001,2,1,11
1372,3,16,253000,5,40001,1,1,25
2890,5,12,589000,2,10003,2,0,32
4469,7,19,933000,3,10003,2,2,15
2433,3,22,496000,4,20001,0,1,37
2317,4,13,452000,5,20002,2,3,45
3457,6,14,695000,3,10005,1,0,12
4448,8,48,870000,3,20002,2,2,49
4388,7,2,932000,3,10004,2,2,9
2337,4,20,492000,5,10004,1,2,26
3937,6,41,758000,3,20002,2,1,10
897,2,44,145000,5,30002,2,0,31
4015,7,25,821000,4,10004,0,2,30
4550,7,9,944000,3,10001,1,3,49
3957,6,15,819000,5,10003,2,2,49
1143,2,43,177000,3,30002,0,0,47
1410,2,45,273000,3,30001,1,0,33
2527,4,2,552000,3,40001,0,0,40
3090,5,15,616000,3,40001,1,2,41
2654,4,22,578000,3,30001,1,2,44
3408,5,26,726000,4,20002,1,2,11
2879,4,16,564000,4,40001,1,3,18
3124,6,16,632000,4,10004,2,2,25
1977,5,32,381000,4,20001,1,1,17
1891,4,8,374000,3,40001,2,2,40
3591,5,3,782000,3,10004,1,3,39
2549,5,5,570000,5,40001,2,2,12
3475,4,19,712000,3,10004,1,3,5
1581,3,7,327000,3,40001,2,3,43
3848,9,1,864000,1,30002,2,3,28
2905,4,10,597000,4,10005,0,1,11
4667,7,33,943000,2,10003,1,1,6
2913,4,45,550000,3,10003,1,3,34
4770,6,3,1013000,5,10003,0,0,5
2791,4,46,540000,4,10005,2,1,46
1867,3,17,351000,5,10002,0,2,46
2377,6,17,505000,3,20002,0,1,29
1811,4,17,377000,2,30002,2,0,7
3074,6,46,604000,4,30002,2,1,25
2614,5,35,473000,5,10001,1,1,38
3226,5,18,664000,2,40001,1,1,8
3351,3,46,620000,2,20002,0,2,30
4457,8,4,944000,5,10004,1,0,25
807,3,31,159000,3,20002,2,2,38
3355,5,39,683000,1,10001,0,1,6
1275,1,4,266000,5,10001,2,2,50
3011,3,42,539000,2,10002,0,1,22
1284,1,29,198000,5,10003,0,0,23
3085,4,37,635000,5,10004,1,0,11
4325,7,44,901000,1,30001,0,3,7
4139,6,46,834000,2,10005,0,3,38
3622,6,15,738000,4,30001,1,1,48
3724,6,11,805000,5,30001,2,1,20
1058,4,1,283000,5,20002,0,3,9
1082,2,16,267000,3,20002,1,3,18
2698,3,28,501000,5,20002,0,2,16
4935,6,43,1035000,1,40001,2,1,47
3776,6,21,736000,1,40001,2,3,22
3067,6,8,697000,1,20001,0,1,42
4000,7,15,835000,1,20002,2,0,18
1412,2,26,280000,2,40001,0,0,33
1487,3,36,245000,5,20002,1,0,17
4490,8,8,993000,1,10002,2,1,22
1412,4,17,274000,4,30001,1,2,43
3107,3,4,622000,2,10004,0,1,25
3813,6,11,837000,1,20001,2,1,32
2581,4,11,505000,2,10005,1,1,32
3391,4,40,638000,5,30001,1,3,48
3496,7,28,762000,2,30002,2,1,23
4758,6,13,1001000,1,30002,1,1,42
1374,3,11,305000,1,30002,2,2,13
2710,6,13,570000,1,10001,0,3,8
4404,6,2,904000,3,30002,2,0,29
1469,3,6,311000,4,20001,2,2,27
2083,4,3,438000,4,10004,0,3,18
1723,2,1,349000,1,10001,0,1,26
1925,3,43,345000,1,20001,0,1,46
2329,4,33,464000,4,10005,1,0,45
2394,5,43,446000,3,10001,0,1,34
1046,3,40,190000,1,10002,0,2,28
4511,6,22,959000,3,20002,0,1,8
2360,2,32,456000,1,10003,1,1,20
3200,6,36,679000,5,30001,1,0,11
3043,6,21,662000,3,10005,2,1,17
4664,9,43,982000,2,10005,1,0,6
2739,8,26,574000,1,10004,1,2,24
3869,8,27,837000,1,20002,0,2,11
1026,1,46,146000,5,10004,1,3,44
4347,6,7,955000,4,30001,1,1,16
1064,3,38,227000,5,20001,1,2,7
2195,4,3,496000,1,10005,0,0,19
4357,6,20,907000,5,20001,0,2,21
1445,4,18,311000,5,10001,0,3,24
3790,5,38,756000,3,10004,1,3,25
2699,5,1,568000,2,10004,2,2,8
3304,5,30,641000,2,20001,1,3,50
3572,6,19,762000,3,30001,1,1,41
1954,4,41,352000,3,10005,2,1,24
1387,2,30,258000,5,10004,1,0,44
2621,1,2,521000,5,10004,1,3,7
1785,3,22,330000,5,10002,1,2,8
4879,7,7,1018000,3,10005,0,1,11
4148,7,40,895000,2,10001,2,3,37
4631,6,9,955000,3,40001,1,0,18
2041,4,9,418000,5,10003,0,3,32
989,3,10,190000,4,10005,1,2,19
1780,3,8,379000,2,20001,1,0,47
2498,4,15,510000,2,20001,1,1,25
2515,3,41,428000,1,20001,0,1,44
3393,3,49,673000,4,20001,1,1,46
4936,8,31,963000,3,10002,1,3,5
1898,4,18,368000,5,20002,0,0,12
3126,5,27,626000,4,10004,1,1,11
4047,6,28,846000,4,30001,1,0,22
1695,4,11,346000,4,10001,0,3,10
2474,6,17,512000,2,10001,0,1,26
3709,7,31,769000,3,40001,1,3,17
1730,4,22,341000,2,10003,0,3,31
1523,5,21,289000,2,10003,1,1,41
3740,6,4,831000,5,10005,2,1,25
1889,5,7,432000,1,10004,1,1,41
1735,3,35,346000,2,20001,2,3,10
3095,5,16,649000,3,20002,2,3,43
955,3,6,209000,1,30001,1,3,45
1870,4,43,384000,3,20002,1,2,11
2758,5,43,518000,2,30001,0,2,14
3301,5,37,667000,3,30001,0,2,41
