year,store_id,product_id,promotion,holiday,weekday,month,price_level,stock_level,total_sales
2021,11,476,0,0,1,8,5,270,54
2021,63,209,0,1,2,8,2,233,109
2021,57,166,0,0,3,8,4,485,73
2021,12,370,1,0,4,8,2,114,120
2021,73,497,1,0,5,8,3,684,120
2021,2,300,1,1,6,8,5,852,142
2021,8,143,0,0,0,8,4,978,86
2021,11,351,1,1,1,8,3,335,153
2021,53,61,1,0,2,8,4,454,104
2021,100,263,1,1,3,8,1,251,182
2021,10,124,1,0,4,8,3,668,97
2021,85,238,0,0,5,8,5,978,79
2021,84,30,0,1,6,8,3,672,141
2021,8,420,0,1,0,8,5,599,118
2021,36,255,0,1,1,8,1,434,118
2021,93,369,0,1,2,8,1,368,144
2021,76,90,0,0,3,8,2,763,104
2021,14,139,1,0,4,8,2,850,118
2021,54,379,1,0,5,8,1,260,167
2021,85,454,0,1,6,8,1,932,177
2021,86,362,1,1,0,8,2,984,177
2021,21,413,1,1,1,8,2,258,136
2021,50,348,0,1,2,9,2,347,141
2021,94,207,1,0,3,9,3,601,127
2021,39,93,0,0,4,9,1,138,109
2021,20,134,1,1,5,9,4,778,187
2021,88,368,0,1,6,9,5,518,126
2021,87,204,0,0,0,9,5,345,64
2021,7,307,0,0,1,9,5,878,49
2021,9,336,1,1,2,9,5,323,121
2021,1,110,1,1,3,9,2,274,165
2021,26,38,1,1,4,9,2,801,166
2021,38,457,1,0,5,9,1,649,169
2021,38,22,0,1,6,9,2,129,149
2021,61,225,0,0,0,9,5,454,46
2021,44,346,1,0,1,9,3,107,109
2021,86,438,1,1,2,9,3,674,136
2021,44,168,1,1,3,9,4,287,146
2021,74,135,0,1,4,9,1,765,138
2021,62,110,1,1,5,9,3,270,182
2021,6,224,0,0,6,9,3,523,108
2021,17,168,1,1,0,9,3,190,129
2021,51,107,1,0,1,9,5,622,73
2021,38,380,1,0,2,9,5,844,94
2021,24,24,1,0,3,9,4,298,107
2021,51,297,0,0,4,9,2,711,88
2021,10,307,0,0,5,9,2,742,129
2021,72,423,0,0,6,9,2,852,107
2021,21,358,0,1,0,9,3,538,102
2021,70,370,0,1,1,9,2,182,105
2021,85,485,1,1,2,9,2,208,154
2021,57,211,1,0,3,9,5,714,111
2021,39,171,1,1,4,10,5,199,123
2021,88,69,0,0,5,10,2,122,99
2021,33,222,0,0,6,10,5,287,93
2021,59,443,1,1,0,10,5,777,148
2021,18,153,0,1,1,10,3,930,125
2021,56,350,1,1,2,10,4,374,130
2021,92,376,1,1,3,10,5,91,102
2021,57,281,1,1,4,10,4,991,142
2021,96,201,0,0,5,10,1,643,145
2021,76,219,0,0,6,10,2,509,133
2021,48,408,0,0,0,10,4,753,65
2021,42,446,0,0,1,10,4,633,53
2021,27,104,1,1,2,10,1,474,152
2021,74,299,1,1,3,10,2,499,176
2021,52,315,1,0,4,10,2,806,107
2021,42,310,0,0,5,10,2,170,98
2021,32,486,0,1,6,10,5,17,109
2021,26,335,0,1,0,10,3,31,103
2021,25,230,1,0,1,10,3,708,128
2021,75,410,0,1,2,10,5,484,81
2021,23,54,0,1,3,10,2,667,115
2021,98,189,0,1,4,10,1,294,131
2021,57,222,1,0,5,10,5,844,122
2021,52,75,1,1,6,10,5,725,172
2021,87,349,1,1,0,10,4,154,142
2021,93,463,1,1,1,10,5,52,114
2021,31,172,0,1,2,10,2,264,108
2021,64,393,1,0,3,10,5,474,96
2021,71,42,0,0,4,10,3,818,102
2021,33,157,1,1,5,10,3,976,199
2021,85,335,1,1,6,10,5,651,172
2021,2,81,1,0,0,11,1,779,152
2021,18,208,0,0,1,11,4,610,55
2021,47,314,1,1,2,11,5,631,123
2021,33,86,1,1,3,11,2,475,153
2021,98,232,0,1,4,11,1,285,116
2021,84,447,0,0,5,11,2,666,130
2021,35,177,1,0,6,11,2,810,145
2021,51,107,0,0,0,11,4,351,83
2021,18,139,1,0,1,11,4,313,97
2021,88,102,1,0,2,11,3,948,116
2021,72,473,0,0,3,11,2,229,89
2021,30,310,1,1,4,11,5,231,107
2021,44,30,0,0,5,11,2,517,126
2021,53,194,1,1,6,11,3,990,184
2021,10,321,1,0,0,11,2,756,144
2021,87,244,1,1,1,11,4,128,120
2021,52,486,1,0,2,11,3,298,117
2021,49,314,0,1,3,11,1,20,130
2021,11,185,0,1,4,11,2,715,145
2021,66,293,1,1,5,11,2,523,175
2021,58,247,0,0,6,11,4,375,77
2021,90,118,0,0,0,11,1,228,83
2021,36,438,1,0,1,11,2,173,94
2021,33,73,1,0,2,11,2,981,148
2021,47,69,1,1,3,11,1,933,191
2021,13,242,0,0,4,11,4,178,81
2021,40,152,1,0,5,11,5,847,108
2021,89,319,1,1,6,11,1,459,199
2021,68,475,1,0,0,11,4,486,116
2021,42,94,0,0,1,11,2,940,108
2021,19,435,0,1,2,12,1,909,157
2021,82,271,0,0,3,12,4,136,60
2021,94,431,1,1,4,12,2,257,150
2021,19,457,0,1,5,12,3,156,119
2021,58,430,0,1,6,12,4,828,153
2021,23,229,1,1,0,12,4,546,140
2021,54,30,1,0,1,12,4,85,103
2021,80,113,0,0,2,12,2,964,106
2021,65,335,0,0,3,12,5,644,53
2021,12,148,0,1,4,12,5,939,106
2021,24,57,0,1,5,12,3,561,129
2021,34,177,1,1,6,12,1,310,183
2021,53,312,1,1,0,12,3,467,150
2021,8,56,0,0,1,12,1,888,109
2021,18,409,1,1,2,12,1,480,181
2021,57,265,1,0,3,12,3,811,103
2021,5,237,0,0,4,12,3,580,79
2021,26,278,0,1,5,12,4,957,137
2021,30,77,0,0,6,12,2,774,121
2021,54,421,1,0,0,12,5,708,113
2021,13,124,0,0,1,12,1,640,98
2021,83,28,0,1,2,12,1,210,148
2021,29,142,1,0,3,12,4,712,101
2021,3,158,0,1,4,12,5,976,110
2021,90,167,1,0,5,12,2,678,141
2021,58,185,0,0,6,12,4,392,100
2021,76,389,1,0,0,12,2,307,102
2021,2,12,1,0,1,12,1,463,137
2021,75,419,0,1,2,12,5,850,106
2021,28,169,0,1,3,12,1,622,146
2021,82,319,0,0,4,12,4,717,89
2022,77,426,0,0,5,1,2,483,106
2022,86,381,0,0,6,1,2,803,138
2022,76,449,1,1,0,1,1,939,166
2022,2,494,0,0,1,1,4,888,82
2022,7,449,0,0,2,1,5,962,66
2022,26,106,0,1,3,1,3,153,102
2022,90,254,1,0,4,1,4,110,89
2022,88,427,0,1,5,1,5,778,149
2022,76,444,1,1,6,1,5,682,161
2022,16,404,1,0,0,1,2,795,111
2022,23,98,0,0,1,1,3,551,79
2022,40,119,0,0,2,1,3,746,85
2022,60,226,1,0,3,1,3,374,99
2022,73,447,1,1,4,1,1,10,140
2022,32,375,1,0,5,1,2,779,132
2022,15,152,1,1,6,1,4,425,144
2022,13,476,1,0,0,1,1,346,119
2022,5,203,0,1,1,1,1,331,131
2022,75,456,1,0,2,1,3,32,89
2022,74,163,1,1,3,1,3,4,131
2022,52,297,1,0,4,1,5,276,66
2022,77,122,1,1,5,1,5,29,164
2022,41,16,1,0,6,1,2,416,125
2022,53,378,0,1,0,1,2,585,147
2022,50,336,0,0,1,1,4,512,74
2022,15,106,1,0,2,1,1,540,143
2022,7,262,0,0,3,1,3,326,89
2022,40,20,1,0,4,1,3,562,113
2022,28,440,0,1,5,1,2,352,165
2022,32,244,0,1,6,1,5,192,103
2022,99,244,0,0,0,1,4,734,60
2022,15,459,0,0,1,2,1,47,98
2022,100,392,1,1,2,2,2,416,161
2022,85,212,0,0,3,2,5,770,48
2022,70,224,1,1,4,2,5,222,140
2022,65,353,0,1,5,2,1,705,173
2022,4,262,0,0,6,2,1,913,115
2022,11,220,0,0,0,2,2,103,81
2022,26,8,1,1,1,2,1,785,158
2022,61,446,0,1,2,2,3,727,135
2022,37,14,0,1,3,2,5,735,106
2022,23,387,0,1,4,2,5,855,101
2022,93,130,1,1,5,2,3,712,173
2022,85,22,0,0,6,2,4,651,79
2022,91,225,0,1,0,2,4,282,97
2022,40,235,1,0,1,2,1,186,132
2022,77,341,0,1,2,2,2,486,120
2022,23,454,0,1,3,2,4,836,110
2022,16,488,1,0,4,2,2,674,115
2022,94,199,0,0,5,2,2,665,98
2022,61,134,1,1,6,2,4,521,184
2022,68,178,1,1,0,2,2,457,168
2022,80,44,1,1,1,2,1,763,161
2022,31,8,0,0,2,2,3,819,72
2022,53,280,1,0,3,2,3,2,95
2022,25,27,1,1,4,2,1,460,165
2022,44,437,0,1,5,2,1,981,165
2022,12,51,0,1,6,2,5,660,142
2022,90,412,0,0,0,2,3,673,77
2022,97,443,1,0,1,3,1,53,122
2022,92,69,1,1,2,3,4,372,144
2022,9,467,1,1,3,3,2,793,171
2022,12,457,0,1,4,3,1,521,151
2022,69,281,1,0,5,3,4,363,138
2022,54,44,1,0,6,3,5,147,112
2022,54,175,0,1,0,3,3,694,108
2022,28,119,1,0,1,3,4,976,100
2022,56,365,0,1,2,3,2,855,149
2022,99,376,0,0,3,3,4,992,85
2022,69,269,1,0,4,3,5,362,96
2022,98,181,1,0,5,3,2,335,129
2022,98,53,1,0,6,3,3,46,111
2022,77,293,1,0,0,3,2,228,122
2022,58,191,0,1,1,3,4,688,114
2022,78,194,0,0,2,3,1,865,120
2022,75,371,1,1,3,3,1,618,160
2022,42,40,0,1,4,3,2,573,146
2022,38,78,0,1,5,3,2,135,135
2022,68,189,1,0,6,3,5,910,107
2022,53,95,0,0,0,3,4,140,69
2022,33,390,1,0,1,3,2,280,103
2022,71,25,1,0,2,3,1,44,108
2022,56,103,0,1,3,3,3,560,133
2022,72,302,1,0,4,3,4,297,112
2022,51,159,0,0,5,3,5,283,98
2022,74,358,0,1,6,3,4,828,125
2022,43,208,0,0,0,3,1,166,110
2022,15,447,0,1,1,3,4,499,99
2022,38,347,1,1,2,3,5,739,150
2022,15,94,1,1,3,3,5,165,110
2022,5,324,0,1,4,4,3,9,118
2022,93,39,0,1,5,4,4,591,126
2022,83,336,1,0,6,4,3,307,139
2022,54,164,1,0,0,4,2,204,130
2022,51,391,0,0,1,4,3,477,71
2022,10,341,1,1,2,4,2,442,168
2022,12,322,0,0,3,4,2,12,61
2022,4,55,1,0,4,4,2,664,109
2022,95,72,0,1,5,4,1,616,171
2022,18,42,1,0,6,4,5,950,116
2022,80,411,1,0,0,4,2,784,132
2022,36,386,1,0,1,4,4,261,96
2022,25,326,0,0,2,4,1,660,106
2022,87,132,0,1,3,4,2,255,105
2022,76,21,0,1,4,4,2,276,135
2022,98,1,1,1,5,4,5,411,168
2022,36,166,0,1,6,4,1,843,182
2022,67,60,1,0,0,4,1,327,123
2022,9,76,0,0,1,4,3,868,92
2022,61,91,0,1,2,4,4,210,107
2022,53,398,0,1,3,4,5,494,96
2022,18,207,1,1,4,4,3,446,166
2022,43,88,0,1,5,4,3,81,117
2022,35,82,1,1,6,4,4,19,159
2022,63,17,1,0,0,4,5,203,76
2022,98,329,1,0,1,4,4,644,97
2022,78,431,1,1,2,4,5,662,124
2022,4,210,0,1,3,4,2,618,141
2022,93,312,1,0,4,4,1,723,136
2022,41,383,1,1,5,4,2,136,182
2022,45,53,0,0,6,5,2,342,92
2022,50,128,1,1,0,5,2,741,147
2022,79,146,1,0,1,5,4,639,89
2022,28,453,0,0,2,5,5,8,57
2022,42,304,1,0,3,5,2,103,100
2022,80,393,0,1,4,5,1,435,152
2022,76,310,1,1,5,5,2,924,179
2022,69,419,1,0,6,5,3,164,143
2022,98,492,0,0,0,5,3,285,91
2022,1,248,1,0,1,5,4,844,119
2022,39,430,0,1,2,5,1,90,126
2022,96,1,1,0,3,5,4,16,93
2022,90,41,0,0,4,5,4,177,62
2022,17,73,1,1,5,5,4,387,148
2022,91,160,0,0,6,5,2,194,93
2022,88,212,1,1,0,5,5,378,107
2022,35,333,1,0,1,5,5,748,100
2022,46,296,0,1,2,5,1,301,149
2022,42,139,1,0,3,5,2,530,126
2022,39,446,1,1,4,5,5,768,130
2022,90,430,1,1,5,5,3,71,184
2022,49,304,0,1,6,5,4,65,119
2022,62,43,1,1,0,5,5,51,117
2022,38,179,1,0,1,5,4,247,95
2022,23,189,1,1,2,5,2,738,148
2022,22,246,0,0,3,5,5,514,64
2022,4,298,0,1,4,5,4,208,102
2022,49,154,0,0,5,5,5,254,65
2022,59,104,1,1,6,5,5,939,148
2022,73,11,1,0,0,5,1,754,139
2022,68,25,1,0,1,5,1,255,125
2022,71,296,0,0,2,6,2,614,108
2022,87,25,0,0,3,6,4,30,73
2022,2,84,1,1,4,6,1,265,149
2022,49,106,0,0,5,6,1,73,115
2022,88,241,1,1,6,6,2,81,177
2022,95,119,0,0,0,6,3,181,58
2022,31,459,0,1,1,6,3,614,109
2022,40,108,1,1,2,6,5,435,136
2022,48,330,1,1,3,6,2,313,159
2022,51,180,1,0,4,6,4,964,111
2022,43,369,0,1,5,6,1,197,138
2022,98,131,0,0,6,6,3,185,97
2022,55,295,0,1,0,6,1,542,130
2022,88,91,0,0,1,6,5,163,46
2022,49,419,0,0,2,6,1,269,113
2022,90,241,0,0,3,6,2,736,102
2022,80,247,1,0,4,6,4,732,95
2022,57,168,0,1,5,6,1,82,159
2022,77,223,0,1,6,6,4,201,116
2022,15,469,0,0,0,6,2,598,105
2022,27,278,0,0,1,6,5,936,80
2022,68,190,0,0,2,6,2,135,97
2022,80,19,1,0,3,6,3,215,85
2022,64,14,0,0,4,6,5,581,51
2022,94,485,1,1,5,6,1,868,221
2022,30,243,1,1,6,6,4,90,154
2022,36,109,0,1,0,6,5,927,124
2022,67,434,0,1,1,6,5,42,79
2022,86,190,1,1,2,6,3,669,142
2022,86,471,0,1,3,6,1,174,143
2022,49,218,0,0,4,7,5,249,71
2022,76,299,0,0,5,7,3,386,120
2022,55,311,0,1,6,7,4,393,119
2022,85,236,0,0,0,7,4,977,88
2022,56,168,1,1,1,7,1,588,169
2022,68,268,1,0,2,7,1,400,112
2022,95,193,1,0,3,7,1,847,137
2022,44,242,1,0,4,7,4,852,105
2022,31,162,1,1,5,7,2,636,196
2022,58,364,0,0,6,7,1,203,133
2022,87,339,0,0,0,7,2,847,81
2022,53,279,0,1,1,7,2,827,133
2022,84,455,1,0,2,7,1,269,140
2022,79,135,0,1,3,7,2,265,138
2022,23,193,0,0,4,7,2,784,107
2022,28,402,1,1,5,7,2,914,210
2022,16,392,1,1,6,7,3,904,167
2022,37,89,1,0,0,7,5,703,77
2022,21,42,0,1,1,7,1,173,132
2022,79,93,1,0,2,7,3,698,104
2022,17,215,1,1,3,7,1,709,167
2022,37,349,1,0,4,7,5,887,105
2022,77,1,0,0,5,7,2,382,97
2022,19,335,1,1,6,7,3,175,164
2022,30,399,1,0,0,7,1,977,134
2022,45,412,1,1,1,7,2,608,172
2022,18,164,1,0,2,7,4,644,102
2022,78,106,1,1,3,7,3,62,142
2022,62,232,1,1,4,7,3,795,147
2022,36,480,0,0,5,7,4,298,96
2022,100,46,0,1,6,7,2,519,141
2022,84,205,1,1,0,8,5,121,125
2022,52,21,0,0,1,8,4,417,67
2022,19,177,0,1,2,8,4,748,121
2022,44,167,0,0,3,8,1,505,89
2022,7,294,1,0,4,8,3,207,100
2022,44,265,1,0,5,8,5,424,110
2022,68,276,0,0,6,8,5,77,77
2022,34,340,0,1,0,8,5,179,110
2022,66,8,0,1,1,8,3,144,108
2022,69,270,0,1,2,8,5,240,75
2022,55,318,1,1,3,8,1,900,180
2022,10,212,0,1,4,8,2,412,139
2022,96,163,1,0,5,8,1,146,139
2022,42,311,0,1,6,8,2,118,128
2022,41,45,1,0,0,8,3,153,83
2022,77,405,1,0,1,8,4,890,108
2022,69,233,1,1,2,8,4,860,164
2022,10,53,1,0,3,8,5,330,71
2022,10,233,1,1,4,8,5,811,121
2022,91,438,1,0,5,8,3,24,141
2022,60,342,1,1,6,8,4,220,148
2022,51,171,0,1,0,8,2,657,133
2022,21,6,1,1,1,8,3,732,141
2022,8,439,0,1,2,8,4,38,89
2022,65,44,0,0,3,8,2,756,75
2022,92,91,0,0,4,8,5,487,53
2022,78,196,0,0,5,8,5,808,75
2022,85,4,0,1,6,8,4,489,145
2022,30,121,0,0,0,8,2,157,81
2022,85,63,0,0,1,8,3,341,59
2022,49,92,1,0,2,8,4,185,107
2022,9,247,0,1,3,9,4,735,121
2022,17,219,0,0,4,9,1,34,106
2022,69,442,0,0,5,9,1,690,116
2022,58,438,0,1,6,9,1,868,178
2022,57,337,0,0,0,9,4,476,52
2022,62,231,0,1,1,9,2,238,131
2022,95,294,1,0,2,9,3,53,113
2022,52,188,0,0,3,9,3,942,80
2022,61,308,0,0,4,9,5,812,50
2022,40,413,0,1,5,9,4,231,130
2022,38,168,0,1,6,9,1,104,154
2022,43,455,0,0,0,9,3,341,79
2022,63,264,1,1,1,9,2,366,149
2022,19,105,0,1,2,9,2,564,114
2022,100,481,0,1,3,9,4,450,91
2022,50,224,1,1,4,9,2,493,149
2022,33,419,0,1,5,9,5,844,125
2022,13,466,1,0,6,9,4,961,133
2022,78,115,1,0,0,9,4,319,86
2022,97,379,1,1,1,9,5,555,147
2022,62,235,0,1,2,9,5,753,93
2022,93,272,0,1,3,9,2,943,151
2022,43,274,1,1,4,9,1,200,146
2022,49,443,1,0,5,9,3,38,112
2022,36,230,0,0,6,9,4,960,96
2022,10,217,0,0,0,9,4,932,95
2022,95,34,1,1,1,9,3,784,148
2022,6,388,1,0,2,9,2,266,130
2022,57,197,0,1,3,9,3,266,129
2022,1,383,1,0,4,9,1,821,149
2022,71,462,1,1,5,10,2,961,178
2022,58,449,1,0,6,10,4,775,123
2022,91,317,1,1,0,10,3,653,141
2022,21,214,1,0,1,10,3,813,115
2022,92,46,0,0,2,10,2,618,72
2022,80,405,0,1,3,10,4,835,115
2022,56,333,0,0,4,10,3,399,85
2022,87,240,0,1,5,10,5,838,143
2022,20,254,1,0,6,10,3,672,148
2022,54,228,0,0,0,10,3,856,81
2022,25,221,1,1,1,10,1,645,165
2022,28,379,0,1,2,10,1,947,142
2022,5,166,1,1,3,10,3,647,139
2022,21,73,1,1,4,10,3,758,142
2022,18,225,0,1,5,10,1,925,182
2022,47,86,1,1,6,10,5,390,147
2022,70,81,1,0,0,10,4,113,80
2022,57,444,0,1,1,10,2,530,144
2022,93,215,0,0,2,10,3,574,61
2022,19,164,1,0,3,10,4,514,109
2022,97,390,0,0,4,10,3,969,105
2022,65,240,1,1,5,10,1,158,204
2022,3,423,0,0,6,10,3,942,112
2022,42,413,1,1,0,10,4,764,149
2022,21,411,0,1,1,10,2,12,102
2022,99,69,0,0,2,10,1,94,104
2022,40,137,0,0,3,10,5,682,49
2022,67,152,1,1,4,10,3,712,159
2022,25,447,0,0,5,10,2,658,100
2022,55,403,0,1,6,10,4,922,142
2022,84,97,1,0,0,10,1,417,123
2022,52,379,0,0,1,11,2,739,82
2022,44,158,1,1,2,11,5,786,123
2022,98,186,0,0,3,11,3,785,96
2022,85,168,0,1,4,11,1,320,154
2022,56,244,0,0,5,11,2,639,133
2022,55,119,1,0,6,11,4,92,109
2022,87,196,0,0,0,11,4,815,58
2022,70,288,1,1,1,11,5,907,149
2022,77,369,0,0,2,11,3,743,88
2022,87,65,0,0,3,11,5,325,40
2022,73,162,1,0,4,11,2,914,142
2022,81,85,1,0,5,11,1,409,156
2022,66,415,0,0,6,11,1,37,112
2022,19,59,1,0,0,11,2,280,115
2022,83,462,1,1,1,11,1,208,164
2022,7,282,0,1,2,11,2,779,131
2022,63,150,1,0,3,11,5,723,83
2022,42,418,1,1,4,11,3,62,123
2022,42,481,0,0,5,11,4,167,70
2022,59,121,0,0,6,11,4,923,113
2022,20,269,1,1,0,11,4,645,125
2022,73,255,1,0,1,11,1,699,137
2022,17,224,1,1,2,11,5,764,133
2022,27,55,0,0,3,11,5,367,39
2022,47,136,1,1,4,11,4,435,136
2022,2,190,0,1,5,11,5,510,135
2022,63,406,0,0,6,11,2,662,100
2022,62,253,1,1,0,11,4,222,150
2022,100,489,1,0,1,11,4,129,79
2022,19,312,1,0,2,11,3,992,129
2022,17,84,1,1,3,12,4,200,147
2022,69,405,1,0,4,12,1,153,110
2022,39,354,0,0,5,12,2,656,124
2022,82,177,1,0,6,12,5,80,106
2022,71,94,1,0,0,12,1,108,130
2022,81,390,0,1,1,12,2,797,154
2022,39,35,0,0,2,12,3,996,79
2022,36,411,0,0,3,12,4,559,88
2022,40,212,0,1,4,12,5,477,90
2022,45,126,0,1,5,12,4,883,153
2022,4,369,1,1,6,12,1,59,202
2022,25,230,0,1,0,12,4,975,123
2022,69,168,0,0,1,12,2,370,85
2022,30,14,0,0,2,12,4,532,80
2022,76,74,1,0,3,12,4,121,108
2022,68,52,0,0,4,12,3,273,55
2022,88,362,1,0,5,12,4,794,137
2022,29,207,1,1,6,12,3,196,184
2022,73,296,1,1,0,12,1,332,177
2022,68,43,1,0,1,12,3,921,115
2022,51,368,1,0,2,12,3,444,100
2022,24,442,0,1,3,12,1,83,117
2022,14,3,1,1,4,12,3,516,167
2022,69,399,1,0,5,12,4,780,124
2022,18,429,0,0,6,12,1,573,136
2022,42,95,0,0,0,12,1,825,121
2022,57,395,1,0,1,12,3,935,116
2022,83,238,0,0,2,12,3,420,91
2022,12,167,1,1,3,12,2,559,151
2022,82,19,0,1,4,12,1,680,143
2022,17,207,1,1,5,12,5,172,136
2023,30,230,1,1,6,1,4,55,166
2023,88,404,1,0,0,1,3,89,97
2023,75,214,0,0,1,1,1,270,81
2023,99,455,0,1,2,1,1,712,147
2023,23,56,0,0,3,1,4,443,67
2023,81,334,0,1,4,1,1,278,132
2023,1,374,1,1,5,1,5,504,158
2023,79,132,0,1,6,1,2,492,173
2023,32,9,0,1,0,1,4,788,111
2023,9,231,1,0,1,1,5,434,76
2023,15,153,1,0,2,1,1,675,150
2023,28,431,0,1,3,1,1,929,159
2023,24,483,1,0,4,1,3,961,103
2023,60,485,0,0,5,1,4,209,76
2023,35,305,0,1,6,1,2,666,176
2023,86,411,0,1,0,1,3,753,134
2023,27,284,1,1,1,1,1,768,176
2023,83,472,1,1,2,1,2,339,163
2023,76,481,1,1,3,1,4,436,120
2023,20,481,1,1,4,1,5,214,122
2023,65,190,1,0,5,1,2,165,129
2023,85,16,0,0,6,1,3,113,112
2023,49,343,0,1,0,1,5,166,80
2023,1,430,1,1,1,1,5,283,107
2023,10,203,0,1,2,1,2,884,121
2023,47,174,0,0,3,1,2,238,85
2023,59,168,1,0,4,1,3,412,98
2023,96,339,1,1,5,1,2,416,176
2023,62,34,1,1,6,1,4,752,164
2023,86,471,0,1,0,1,5,580,116
2023,18,394,1,0,1,1,5,545,87
2023,46,229,0,1,2,2,3,903,129
2023,32,495,1,0,3,2,2,749,104
2023,27,1,1,1,4,2,2,34,155
2023,92,322,1,1,5,2,5,402,158
2023,18,115,1,1,6,2,5,569,138
2023,39,214,1,1,0,2,3,124,139
2023,49,254,0,1,1,2,2,297,138
2023,93,145,0,0,2,2,1,695,111
2023,82,47,1,1,3,2,2,714,155
2023,44,280,1,0,4,2,3,828,118
2023,72,178,0,1,5,2,5,189,113
2023,54,213,1,0,6,2,5,669,116
2023,95,360,1,0,0,2,1,880,129
2023,34,285,0,0,1,2,1,64,83
2023,71,245,0,1,2,2,3,938,118
2023,36,253,0,0,3,2,2,118,64
2023,18,206,0,1,4,2,5,814,101
2023,38,72,0,1,5,2,4,464,145
2023,59,222,1,0,6,2,4,246,129
2023,9,342,0,1,0,2,4,265,101
2023,73,215,0,0,1,2,5,587,69
2023,72,360,0,0,2,2,5,702,73
2023,51,499,0,0,3,2,4,317,81
2023,35,141,0,0,4,2,1,995,111
2023,82,448,1,0,5,2,4,733,139
2023,5,156,1,0,6,2,1,199,147
2023,14,222,0,1,0,2,3,160,112
2023,92,389,1,0,1,2,4,953,89
2023,30,330,1,1,2,3,4,312,131
2023,4,231,1,0,3,3,1,56,125
2023,39,393,1,1,4,3,1,821,187
2023,84,142,1,1,5,3,1,268,206
2023,64,358,0,0,6,3,3,801,124
2023,25,394,1,0,0,3,4,405,86
2023,28,417,0,0,1,3,1,298,106
2023,76,75,0,0,2,3,3,783,78
2023,66,40,1,0,3,3,3,73,84
2023,78,390,0,0,4,3,5,345,55
2023,22,273,0,1,5,3,1,551,163
2023,31,420,1,0,6,3,1,536,169
2023,23,70,0,1,0,3,1,868,147
2023,48,317,1,1,1,3,5,780,149
2023,20,111,1,1,2,3,1,168,164
2023,38,458,0,1,3,3,1,948,159
2023,55,433,1,1,4,3,3,433,131
2023,68,234,1,0,5,3,1,250,166
2023,79,197,1,0,6,3,4,818,136
2023,88,339,1,1,0,3,2,258,150
2023,89,199,1,0,1,3,1,604,146
2023,1,24,1,1,2,3,3,963,154
2023,7,307,1,1,3,3,5,613,128
2023,57,426,0,0,4,3,5,104,71
2023,95,147,1,1,5,3,2,755,178
2023,12,62,1,1,6,3,3,341,165
2023,5,459,1,1,0,3,1,717,181
2023,50,67,0,0,1,3,5,320,57
2023,42,30,0,0,2,3,5,547,69
2023,12,107,1,0,3,3,4,407,87
2023,18,166,1,0,4,3,2,200,113
2023,66,390,1,1,5,4,4,530,146
2023,74,367,0,1,6,4,5,882,117
2023,79,483,0,0,0,4,1,263,110
2023,94,406,1,0,1,4,1,513,112
2023,17,121,0,1,2,4,4,29,118
2023,68,11,1,1,3,4,1,797,190
2023,71,72,1,0,4,4,2,299,124
2023,62,347,1,1,5,4,4,448,171
2023,41,253,0,1,6,4,3,602,161
2023,95,285,0,1,0,4,1,165,151
2023,34,119,0,1,1,4,1,882,134
2023,70,375,1,0,2,4,3,119,115
2023,45,8,1,1,3,4,2,768,149
2023,58,215,0,1,4,4,4,286,118
2023,51,221,1,0,5,4,4,291,108
2023,34,80,0,0,6,4,2,648,113
2023,44,419,0,1,0,4,4,258,85
2023,15,72,1,0,1,4,1,624,148
2023,78,200,0,0,2,4,2,950,115
2023,70,173,1,0,3,4,1,662,140
2023,50,289,1,0,4,4,1,822,142
2023,32,234,1,1,5,4,1,263,194
2023,67,261,0,0,6,4,3,397,104
2023,3,446,0,1,0,4,2,229,109
2023,86,421,0,0,1,4,1,633,105
2023,86,145,0,0,2,4,2,236,74
2023,74,22,1,0,3,4,5,908,112
2023,51,78,0,0,4,4,1,139,88
2023,67,230,0,0,5,4,4,486,87
2023,76,160,1,1,6,4,5,202,150
2023,93,14,1,1,0,5,4,651,148
2023,48,236,1,0,1,5,5,77,96
2023,17,148,1,1,2,5,3,715,161
2023,7,150,0,1,3,5,3,61,124
2023,13,30,1,1,4,5,5,934,151
2023,66,438,0,1,5,5,5,776,119
2023,4,161,0,0,6,5,2,124,99
2023,10,261,0,1,0,5,3,278,129
2023,88,18,1,0,1,5,2,915,128
2023,17,63,1,0,2,5,4,175,93
2023,52,430,0,1,3,5,3,546,102
2023,6,135,0,0,4,5,2,282,101
2023,83,157,1,1,5,5,1,993,190
2023,69,57,1,0,6,5,4,444,112
2023,96,431,0,1,0,5,3,867,132
2023,74,265,0,0,1,5,1,53,96
2023,9,254,1,0,2,5,5,385,104
2023,91,495,1,0,3,5,1,557,119
2023,77,187,0,1,4,5,5,746,107
2023,83,368,1,1,5,5,5,526,140
2023,21,361,1,1,6,5,5,916,157
2023,24,379,1,1,0,5,5,738,119
2023,4,327,0,1,1,5,4,235,111
2023,24,199,1,1,2,5,5,184,110
2023,59,369,1,0,3,5,5,268,65
2023,99,171,1,1,4,5,5,190,121
2023,3,315,1,1,5,5,3,246,158
2023,68,6,1,1,6,5,2,609,203
2023,40,366,1,1,0,5,1,241,150
2023,48,256,1,0,1,5,1,280,136
2023,54,367,1,1,2,5,2,233,170
2023,35,309,0,1,3,6,4,423,126
2023,95,320,0,1,4,6,5,149,82
2023,56,488,1,0,5,6,3,732,131
2023,89,248,0,0,6,6,1,643,138
