current_time,fridge_item_count,last_meal_hour,stress_level,snack_type_preference,screen_time_today,snack_choice
2.91,18,1.3,2,0,1.7,2
1.89,0,5.8,3,2,14.5,1
0.51,18,2.3,1,2,12.9,1
0.74,0,1.7,0,0,12.2,1
23.54,12,5.1,0,3,7.6,1
2.51,6,6.1,1,2,7.7,1
1.07,12,7.9,2,2,2.5,2
23.92,17,1.9,1,1,7.5,1
1.57,1,2.6,3,0,13.1,1
3.96,2,7.9,0,2,5.6,1
0.61,5,2.6,3,3,7.6,1
3.51,12,5.3,0,3,10.2,1
0.07,19,5.7,3,0,14.2,1
22.33,8,6.7,0,0,11,2
23.22,2,3.6,0,2,2.6,1
0.51,14,1.9,2,0,12.1,1
23.32,3,1.3,1,3,11.5,1
22,16,1.6,2,0,13.6,1
3.48,16,4.9,1,1,6,1
3.05,12,3.5,2,1,13.9,1
2.45,10,6.8,1,3,11.4,1
23.01,7,3.8,3,3,4.7,2
22.72,2,4.6,3,3,11.8,1
22.4,17,7.7,3,1,6.8,1
2.34,0,4.7,3,0,5,1
3.56,7,6.6,2,3,6.1,1
0.58,8,6.3,1,0,14.6,1
22.71,16,2.8,2,0,10.3,1
1.07,7,4.8,3,0,7.1,1
0.09,10,2,0,2,7.6,1
0.25,0,2.6,0,1,8.4,1
1.72,1,7.7,2,2,13.6,1
2.31,14,2.2,3,0,5.9,1
22.66,16,7.7,0,1,6.4,1
22.21,14,5.9,0,1,2.1,1
3.96,17,7.1,0,1,7.6,2
23.39,11,2.5,0,1,1.1,2
22.32,13,3.7,0,2,9.1,1
23.14,11,6.9,2,2,2.1,2
22.23,1,6.5,0,2,12.4,1
0.35,15,6,0,2,12,1
2.81,18,3.1,2,2,14.1,1
0.04,0,4.3,2,3,4.3,2
0.66,1,4.3,0,3,5.8,2
2.05,11,7.6,1,3,4.9,2
1.05,3,5.5,2,0,8.2,1
3.16,6,3.4,1,1,7.3,2
3.19,16,4.6,1,3,14.3,1
22.06,4,7.2,1,2,6.3,1
2.66,1,6.1,2,1,14.7,1
0.76,12,5.3,0,3,12.2,2
3.92,7,4.8,3,3,1,1
0.89,17,4.5,0,3,6.7,2
3.91,3,4.2,0,1,9.9,1
2.52,5,7.2,1,1,6.6,1
23.49,8,1.3,3,1,11.3,2
1.22,9,3.1,1,3,3.6,1
3.94,3,6,2,1,8.6,2
3.14,3,7.1,0,1,6.2,2
22.58,6,7.8,3,1,11.3,1
2.23,13,7.7,0,3,13.2,1
0.07,11,3.6,0,1,2.7,2
22.04,14,7.1,0,3,8.2,1
0.42,16,4.8,2,0,8.7,2
23.41,12,3.6,1,0,11.2,1
2.91,0,7.3,0,2,12.6,1
0.02,12,5.3,0,3,9,1
2.96,15,6.4,3,2,10.8,2
22,12,2.8,1,2,3.3,1
23.84,8,3.8,2,3,4.9,1
23.44,17,1.3,1,1,11.2,2
23.4,15,1.9,3,0,13.4,1
22.41,19,5.5,1,2,14.4,1
23.12,11,2.6,3,1,12.3,1
1.33,7,3.9,1,2,7.5,1
23.75,0,3.9,3,0,10.8,1
0.5,12,6.4,0,2,11.7,1
0.26,18,5,1,1,7.6,2
3.25,12,5.7,2,3,12.1,1
3.42,2,1.9,3,3,3.8,1
0.95,0,5.2,1,2,10.6,1
23.98,13,5.3,1,3,4.1,1
22.64,0,4.7,0,3,9.8,1
3.71,4,1.7,1,2,1.3,1
22.36,4,6.4,0,2,6.5,1
23.78,10,4.8,0,3,11.8,1
23.79,18,4.8,0,2,14.3,1
23.92,11,6.9,1,3,13.9,2
22.98,7,2.7,3,2,5.5,1
2.69,9,4.5,3,2,6.5,1
22.73,17,6.2,2,3,10.9,1
1.8,8,7.4,3,3,2.7,1
22.74,10,7,3,0,2.4,1
22.42,4,6.4,2,0,7.3,1
3.45,12,7.1,2,2,2.5,2
23.14,12,2.9,1,3,14.1,1
2.92,3,4.1,0,1,12.1,1
1.26,16,7.9,0,0,10.4,2
22.47,13,1.1,0,2,3.8,2
3.72,8,7.9,1,0,14.8,1
23.48,1,1.7,1,0,5.5,1
3.15,3,7.4,2,1,3.7,1
23.01,10,4.9,3,0,5.5,2
3.12,9,3.1,2,3,4.9,2
22.08,4,7.7,3,3,6.8,1
1.07,15,5.2,2,3,3.1,1
2.61,5,7.2,2,1,3.3,1
3.6,4,3.7,0,2,8.7,1
3.45,12,5.6,3,1,14.7,2
2.91,8,3.5,2,0,2.8,1
3.32,9,7.9,1,2,1.7,1
23.19,1,4.9,0,0,13.6,1
23.7,14,5.9,0,3,14.3,1
23.73,11,3.1,0,2,12.1,1
0.26,11,6.4,0,3,1.4,1
0.36,2,4,0,1,10.6,2
1.26,14,7.3,0,0,11,1
22.96,18,4.8,0,0,7.1,2
2.14,12,3.7,3,1,11.7,1
23,2,6.8,3,3,11,2
23.86,12,5.2,1,3,9.2,1
1.02,4,6.5,3,3,3.6,1
2.77,10,5.9,2,3,1.2,1
2.43,16,4.3,0,2,10.6,1
1.87,18,5.6,3,2,10.2,2
22.93,19,6.3,2,0,13.5,2
1.28,11,5.9,0,1,2,1
22.52,4,3.3,3,2,9.4,1
0.26,16,3.8,0,0,5.2,1
0.48,18,7.7,3,3,13.6,1
22.24,10,3.2,3,3,3.9,2
23.64,1,6.7,3,1,11.6,1
3.72,5,2.3,1,3,6.4,2
3.71,2,3.7,3,0,7.9,1
0.11,14,3.4,1,1,3.8,1
22.26,17,5.3,1,2,3,1
23.07,16,7.5,3,2,5.9,2
0.35,14,6.1,2,0,11.6,1
3.68,1,2,2,3,5.6,1
22.85,4,6.1,2,3,1.2,1
2.57,4,1.1,0,2,8.4,2
22.65,8,5.6,0,1,2.3,1
3.88,5,7.1,3,2,9.7,1
0.29,18,3.6,0,2,12.4,2
2.64,9,6,2,2,8.2,1
0.05,18,5.4,0,2,3.7,2
1.76,18,1.6,0,2,10,2
23.15,15,3.2,3,2,12.7,2
22.87,11,5.8,2,2,9.1,1
3.62,8,1.2,1,3,12.3,1
3.5,2,4.8,3,2,13.7,1
3.32,16,4.8,1,3,5.6,1
1.75,9,6.5,0,2,14.2,1
2.84,17,7.8,3,2,4.6,1
22.41,6,1.3,3,2,3.1,1
0.01,6,1.6,3,2,6,1
23.88,8,3.2,1,2,2.4,1
1.81,15,5,3,0,9.7,2
0.13,10,1.1,1,2,12.8,1
22.89,8,3,1,1,7.3,1
1.57,0,1.8,2,0,7.9,1
2.88,11,5.4,2,2,6.3,1
0.29,2,6,1,2,2.3,2
22.79,19,1.2,2,0,1.5,1
23.18,18,7.5,1,1,5,2
23.42,7,6.2,2,2,7.2,2
23.8,6,3.3,2,2,5.9,1
1.85,4,6.1,2,2,9.5,1
1.6,4,4.2,1,3,5.9,1
2.17,19,5.7,3,2,11.9,1
0.17,4,4,2,3,6.7,1
2.94,11,4.1,2,3,9.8,2
23.22,19,2.3,0,3,6.3,2
0.81,4,7.1,3,1,6.2,2
2.8,6,7.4,2,1,10.1,1
23.08,0,3.8,0,3,1.9,2
22.66,18,3.7,0,2,14.4,2
3.29,1,2.1,1,3,2.1,1
0.05,11,3.3,0,0,9.3,1
2.1,9,6.6,3,0,8.1,1
22.15,15,3.9,0,0,13,2
2.13,10,6.5,2,0,5.7,2
23.89,17,7,1,3,2,1
22.33,11,3.4,2,1,1.9,1
1.65,8,7.9,1,3,14.7,2
23.44,6,5.2,2,1,14.8,2
0.32,6,3.4,1,0,5.1,1
22.48,12,1.8,2,1,9.7,1
22.88,19,3.2,2,1,7.7,2
23.78,12,2,3,2,11.1,2
22.54,19,6.4,2,1,12.4,1
3.46,4,2.8,1,3,8.3,1
22.04,13,3.4,2,2,6,1
0.9,15,3.2,2,0,12.4,2
22.74,12,5.2,0,0,10.3,1
23.84,11,3.5,1,0,13.8,2
3.55,0,2,1,0,2.8,2
22.97,7,5.4,2,0,12,2
3.79,7,4.6,1,1,14.3,1
23.23,14,6.3,1,2,8,1
2.44,2,2.8,1,0,8.1,1
1.27,7,7,2,3,5.3,2
3.3,17,3.7,2,3,6.6,2
1.32,6,5.4,2,0,6.9,1
1.2,11,7.9,2,0,5.4,1
23.17,14,5.8,0,3,7.7,2
23,7,4.6,3,0,14.6,2
3.49,15,2.9,3,3,6.1,1
23.96,4,3.8,2,0,8.1,1
0.23,4,1.6,0,2,6.6,2
2.55,8,2.8,2,1,3,1
0.03,12,3.4,3,1,7.5,2
3.7,14,6.9,1,1,5.7,1
2.42,7,1.6,0,2,12.2,2
1.58,11,3.9,3,3,8.3,2
3.28,19,4.6,1,1,4.3,1
22.3,8,7.7,1,1,10.8,1
23.54,14,3.6,0,0,4.7,2
0.79,14,7.9,1,3,3,1
23.36,12,4.5,3,3,9.6,1
2.46,14,6,0,3,13.4,1
3.51,4,1.6,1,1,9.4,1
0.54,9,5.8,2,0,9.3,1
0.05,11,1.7,1,3,1.5,1
3.76,16,4.7,1,2,13.9,1
0.66,8,3.3,1,0,5.7,1
0.93,4,3.3,2,3,10.9,1
0.11,8,1.6,1,3,8.5,1
3.45,4,5.8,0,3,3.5,1
1.41,13,4.9,0,2,11.5,1
2.57,6,3.7,1,2,6.9,1
2.86,8,7.8,0,3,4.8,2
0.05,11,1.2,0,2,6.5,1
0.6,4,5.5,0,2,6.3,2
3.08,6,4.3,2,2,7.3,1
0.18,4,7,3,3,13.9,2
2.76,19,6.4,1,1,1.6,1
3.64,16,2.1,1,0,10.7,1
1.73,10,3.6,3,0,6.1,2
2.44,4,5.9,3,3,11.2,2
2.82,3,3.9,0,2,13.4,1
3.06,0,5.8,2,2,2,1
0.37,0,7.1,2,3,4.6,1
22.31,13,6.1,2,3,4.6,1
0.41,8,4.8,2,1,2.3,1
2.04,0,6.6,1,1,4.2,2
0.7,7,7.1,1,0,7,1
2.49,12,3.8,2,3,8.4,1
0.14,8,7,1,1,13.6,1
1.8,14,6.6,1,1,14.9,2
23.12,10,3.9,3,1,8,2
2.49,3,1.4,1,1,10.6,2
1.27,7,7.3,1,1,7.5,1
23.22,12,2.6,2,0,13.7,1
23.75,16,7.1,1,0,2.4,1
2.48,3,5.9,0,3,7.4,1
0.89,9,7.9,1,2,7.7,1
23.29,1,2.5,3,1,8,2
3.79,14,3,1,0,9.2,2
2.28,19,1.6,0,2,10.8,2
3.73,17,7.9,3,0,4.3,1
0.56,13,5.3,3,1,7,2
0.85,2,2.9,1,2,7.4,2
3.38,0,4.4,1,0,3.4,2
1.15,2,7.8,1,0,4.1,2
2.24,12,3.4,3,0,1.9,2
23.51,7,6.7,0,0,10.7,1
0.68,16,1.9,2,1,14,1
22.74,15,6.1,1,1,14.4,1
23.23,15,3.7,3,2,5.9,1
22.01,11,2.4,2,2,6.8,1
22.24,18,7.2,1,3,1.3,2
3.85,15,4.8,1,0,13.9,1
23.45,14,3.6,1,2,7.5,1
1.97,8,3.8,0,0,1.7,2
3.03,15,1.5,0,0,4.2,2
1.3,1,4.4,3,2,13.4,1
22.92,9,6.1,1,0,14.3,1
2.36,11,6.8,3,3,11.1,1
1.6,17,6.8,2,1,14.4,2
2.38,17,6.9,0,3,11.6,2
2.61,3,6.9,0,3,3.9,1
3.84,1,4.3,1,1,9.4,2
1.44,6,4,2,0,9.1,2
0.05,18,1.8,2,3,14.5,2
1.88,10,3,3,2,14.1,1
22.41,12,2.6,0,0,1.2,2
3.38,19,5.3,1,3,5.9,1
22.72,16,3.3,0,2,12.4,1
23.96,9,4.7,0,0,5.1,2
2.89,15,3.6,3,2,12.8,1
1.58,19,7.2,2,2,13.3,1
0.36,15,4,0,3,3.9,1
0.84,19,6.9,1,0,13.8,1
3.12,19,1.3,3,2,11.6,1
0.04,15,1.2,1,0,2.6,2
3.21,18,6.1,0,3,10,1
22.53,12,6,0,3,3.1,1
2.65,19,1.2,0,1,12.5,1
3.08,10,4.4,1,1,13.2,1
23.09,11,1.3,3,1,11.2,2
0.58,16,2.2,3,1,12.2,2
22.99,14,7.7,2,0,9.9,1
2.23,2,3.4,1,0,12.5,2
1.21,8,4.3,0,2,5.8,1
1.81,9,5.8,2,0,15,2
23.18,11,7.4,0,2,11.6,1
23.27,8,2,0,0,3.6,2
22.25,4,2.6,1,2,13.5,2
23.93,1,4.9,1,0,7.1,1
1.35,12,5.6,3,1,3.6,1
3.14,10,4,2,3,4.3,1
1.99,8,5.6,2,1,12.3,2
0.61,7,1.1,2,2,13,1
3.71,14,2.4,0,0,10.5,1
2.31,15,6.9,2,3,14.5,1
3.57,9,6.3,3,3,6,2
1.16,1,5.5,1,3,9,1
23.55,14,4.8,0,2,14.8,2
22.32,17,2.4,3,2,13.5,1
2.35,12,2.9,2,1,13.2,1
22.73,4,7.7,1,1,8.5,1
23.81,18,1,2,3,9.2,1
1.19,0,4.1,1,3,1.4,2
1.38,2,1.1,0,3,11.8,1
1.6,9,3.4,3,3,1.6,1
23,14,3.3,1,3,1.2,1
0.27,15,1.8,0,1,5.4,1
1.7,3,1.5,3,1,11,1
3.81,19,7,0,0,8.6,1
2.36,2,3.3,3,3,2.8,1
3.53,4,4.9,1,0,1.9,1
2.57,2,6.3,0,3,4.8,1
1.54,7,4.8,3,2,3.9,1
23.15,5,4.1,2,0,14.5,1
1.99,14,4.4,2,2,1.9,1
1.73,5,6.8,3,1,10.4,2
1.61,6,4.7,0,0,14.6,1
0.93,7,2.3,0,2,3.5,1
1.17,15,2.3,2,3,13.4,1
0,12,4.5,3,2,6.1,1
1.11,4,2.4,1,1,12.2,2
23.18,19,6.5,3,1,8.3,1
2.82,1,7.1,3,0,3.7,1
23.11,13,2.1,0,0,7.5,1
22.51,17,4.1,2,3,4.9,2
0.61,17,6.3,0,2,9.5,1
1.94,17,1.6,1,1,10.6,2
0.62,14,5.2,3,2,6.3,1
23.66,4,4.9,3,3,13.3,1
1.34,1,6.4,1,0,4.2,2
0.08,10,7.7,0,0,11.8,2
3.59,19,4.4,3,1,10.2,1
3.53,9,3,2,0,9.1,1
1.01,4,1.3,0,3,14.9,1
23.96,1,6.7,1,0,2,2
2.42,11,2.2,3,3,5.8,1
22.22,16,7,0,0,12.8,1
0.84,4,5.3,2,3,1.9,1
0.01,17,2.2,1,1,4.1,1
3.51,15,4.4,2,0,6.7,1
22.07,7,5.4,0,3,2.3,1
1.31,3,5.3,3,1,5.8,2
2.44,3,1.1,3,2,9.5,1
0.91,3,5.1,2,3,6.4,1
22.51,16,7.4,3,3,4.8,2
3.83,19,5.4,2,1,14.1,2
1.1,9,5,2,3,9.8,2
1.68,0,6.3,3,1,2,1
23.42,17,4.7,3,2,7.6,1
0.9,14,6.2,0,1,11.2,2
0.57,9,2.2,0,1,14.6,1
22.45,15,7.4,3,1,7.3,1
22.64,3,4,1,1,6.1,1
3.02,17,3.7,0,1,1.2,1
23.44,10,6.2,1,3,8,1
23.17,7,5.1,3,0,14.5,2
1.02,0,2.7,2,3,5.4,1
2.6,1,2.9,0,3,6.1,2
22.37,16,5.5,3,2,11.7,1
1.46,19,3.7,3,2,1.6,1
22.71,18,3.9,1,0,11.3,1
22.22,9,5.7,3,0,10,1
22.32,7,5.3,1,3,15,2
3,8,2.2,2,1,14.6,2
22.71,9,7.2,0,3,6.8,1
22.27,19,3.3,3,2,13.9,1
0.62,4,5.7,1,0,4.2,2
3.06,8,7.5,3,3,7.8,2
23.57,10,4.1,0,3,12.7,2
0.53,17,4.4,2,1,10.5,2
22.24,0,5.7,3,3,8.2,1
0.69,15,3.3,2,2,6.9,2
1.46,19,3.5,3,1,4.6,1
1.42,9,5.1,2,3,6.2,2
23.99,17,3.2,3,0,3.7,1
23.89,0,3.2,1,3,7.7,1
22.64,5,6.6,3,2,4.7,1
0.2,0,1.2,3,1,5.5,1
22.6,2,1.2,1,0,1.7,1
2.59,12,3.1,1,0,13.7,1
3.79,11,5.8,1,0,14.3,1
3.81,13,3.1,2,2,6.4,1
3.18,16,5.4,2,3,6.4,1
1.6,15,3,2,0,9.7,1
2.2,12,1.2,3,2,7.6,1
23.71,3,6.1,3,2,5.1,1
1.78,14,4.8,1,3,11.9,1
0.73,8,5.5,3,1,13.9,1
0.89,16,2.2,3,1,13,1
2.54,10,5.3,1,2,11.4,1
23.69,19,6.7,1,0,7.3,2
23.91,6,2,1,3,4.9,2
3.54,6,3,2,0,12.8,1
22.34,3,6.5,0,1,9.4,1
0.91,7,5.5,0,0,13.8,1
3.47,18,2.3,1,1,12.7,1
1.66,13,2.9,0,0,3.5,1
1.27,3,7.3,2,3,4.6,1
23.5,16,3.6,2,0,6.7,1
0.06,17,1.7,3,2,11.8,1
3.1,14,5.6,1,0,9.9,1
1.35,4,3.8,3,1,8.5,1
1.08,14,6.1,2,1,2.3,2
22.6,3,1.8,1,1,2.3,2
22.1,3,3.2,2,2,12.9,1
3.77,11,3.7,0,1,2.9,1
0.26,17,5,3,2,6.2,2
1.61,18,2.3,0,1,11.7,1
22.48,17,3.3,0,3,7,1
2.09,0,6.4,3,1,4.9,2
3.59,3,2.3,0,2,8.8,1
1.45,14,3.7,1,0,8,1
22.76,5,3.7,3,0,4.2,1
1.48,1,2.5,2,1,10.4,2
2.59,1,7.1,3,0,1.8,1
0.43,1,4.6,0,3,11.7,2
3.27,10,3.7,2,2,14,1
1.89,7,6.4,0,2,11.2,1
3.39,16,1.3,1,2,6.9,1
1.73,11,8,0,3,2.4,1
22.79,3,7.7,1,0,6.1,1
23.86,0,1.6,3,1,9.1,1
23.21,9,7.2,2,1,5.2,2
3.44,6,3.2,0,1,8.1,1
2.55,15,1.7,3,0,5,1
2.05,16,5,1,0,13.1,2
23.8,5,7.1,2,0,1.9,1
23.1,0,2.1,1,2,8.7,1
2.53,10,7.8,0,2,1.1,1
0.84,12,3,1,3,6.2,1
23.35,12,5,0,0,8.9,2
1.69,8,5.7,3,0,3.4,1
22.24,2,3.5,3,0,10.9,1
23.95,1,7.1,3,1,3.6,1
0.81,0,7.9,1,1,10,1
22.89,6,3.9,1,3,13.1,1
3.9,19,2,1,3,10.8,1
23.25,9,7.2,1,2,2.2,2
22.78,1,4.7,2,3,14.7,1
23.22,3,6.2,0,3,9.7,2
2.61,15,3.5,1,0,12.8,1
0.55,7,1.8,3,3,1.6,1
1.39,11,7,3,2,13.3,1
22.13,4,4.4,0,3,13.6,2
22.21,19,1.8,2,1,3.6,2
0.67,2,2.3,3,0,13.4,1
2.89,0,6.2,1,3,4.6,1
3.3,13,7.1,0,0,13.7,2
22.52,18,2.9,1,0,3.4,1
1.22,15,3,1,3,10,2
3.47,8,1.7,1,1,12.7,1
0.32,4,3.9,1,3,1.4,2
2.97,3,7.2,0,3,12.2,2
22.8,5,2.2,2,2,8.4,2
3.6,11,6.5,3,0,5.8,1
2.5,13,2.5,0,1,6.6,1
3.64,13,2.4,2,3,6.2,1
2.05,5,1.1,1,0,14.1,2
0.18,4,5.7,3,2,7,2
3.62,1,3.7,3,2,9.3,1
23.65,2,7.8,2,1,11.8,2
23.99,8,1.4,0,1,1,1
2.2,6,1.5,2,1,7.3,2
2.58,11,3,1,3,1.7,1
3.57,17,4.8,0,3,7,2
23.23,12,6.2,2,0,1.6,1
2.78,0,3.1,2,1,10.4,2
2.42,0,3.3,2,0,1.9,2
22.38,0,6,3,2,4.6,1
0.32,6,3.6,2,0,9.7,1
23.69,8,5.6,3,0,6.1,1
23.82,0,3.2,1,3,11.1,2
3.89,14,7.9,0,1,7.5,2
1.85,11,7.4,2,3,3.1,1
2.3,3,5.1,1,3,9,2
3.85,9,7.7,3,1,5.8,2
0.26,17,4.9,0,3,6.9,1
2.8,18,7,1,1,10.5,2
0.6,19,7.7,1,1,8.3,2
3.21,4,7.8,3,0,7.6,1
23.08,1,7.8,0,3,10,1
3.68,6,7.1,0,1,5.8,1
23.31,5,3.8,0,0,9.6,1
23.95,15,7.9,2,2,7.6,2
2.53,14,6.5,2,3,7,1
0.36,8,7,2,3,13.1,2
1.64,6,6.6,1,1,14.2,2
0.66,9,5,0,2,6.6,1
2.45,1,4.8,3,3,8.2,1
23.37,2,3.9,1,3,13.3,2
22.35,18,1.9,0,0,11.5,2
23.8,2,5.4,1,2,11,2
0.84,7,3.3,2,3,14.4,1
23.01,4,2.3,3,2,9.2,1
0.13,19,2.8,3,3,12.3,2
0.4,11,3.7,1,1,13,1
22.34,10,1.1,1,3,4.5,2
1.49,3,3.4,1,1,6,2
3.3,3,5.5,3,0,8.1,1
22.91,0,2.4,2,3,14.7,2
1.58,6,2.5,3,2,4.2,1
1.98,19,2.1,1,3,12.9,2
0.51,1,2.7,2,3,10,1
2.2,0,1.2,2,0,1.7,2
0.46,18,7.8,2,0,6.2,1
1.02,16,1.5,1,3,1.9,2
22.04,10,6.1,3,0,6.4,2
2.14,4,2.9,2,2,11.3,2
1.96,5,4.5,0,3,7.7,2
22.23,5,3.3,0,0,7.2,1
0.21,16,7.8,3,2,4.8,2
3.86,19,3.5,0,0,2.7,2
0.52,9,4.1,0,1,10.1,1
1.01,9,7.9,3,3,1.4,1
3.45,8,1.7,1,1,13.8,1
2.3,17,3.1,0,0,3.8,2
1.49,12,3.7,1,0,10.8,2
2.78,7,4.1,1,3,14.2,1
3.18,10,7.7,0,3,4.8,2
0.74,6,3.7,2,2,3.3,1
0.85,6,3,0,0,9,2
0.31,2,3.2,1,0,14.3,1
3.79,15,1.9,3,2,6.1,1
2.18,12,2,3,0,14.8,2
22.5,17,2.7,1,0,5,1
3.17,17,2.2,1,0,4.9,2
0.88,11,3.4,1,1,2.1,2
22.41,12,2,1,1,3.9,1
1.29,2,5,3,2,13.1,1
0.5,2,7.7,1,3,7,1
3.26,1,4.5,3,2,7.9,1
23.22,6,4.1,1,1,9.9,2
2.95,1,2.3,3,3,3.6,1
1.34,5,2.6,1,1,11.4,2
22.33,12,5.4,2,1,12.7,2
3.82,10,1.8,1,3,4.9,2
1.07,4,2.2,1,3,8.4,1
23.74,6,5.1,0,3,6,2
0.81,10,6.1,2,0,2,2
3.14,6,7.6,0,0,2.1,1
23.83,7,2.2,1,2,1.8,1
23.15,3,6,3,3,1.2,1
22.77,9,2.7,0,1,10.1,1
23.78,19,2.1,1,0,11.5,1
2.67,14,6.7,2,1,14.7,2
0.83,14,3.1,0,2,12.8,1
23.36,18,3.3,0,3,3.5,1
23,9,3.8,1,0,4.7,1
23.99,1,1.3,2,2,11.1,1
3.63,15,7.1,1,3,7.3,2
0.05,19,7.8,0,0,13.2,1
3.92,4,2.4,2,0,5.6,1
0.91,16,1.5,2,0,12.4,2
23.07,2,4.4,2,0,13.7,1
3.34,7,5.6,2,1,14.8,2
0.76,10,4.5,1,0,8.8,2
2.25,4,5.6,2,3,8.8,1
3.89,16,7.7,1,0,12.6,1
22.3,3,3.3,1,2,10.3,2
22.58,7,7.2,2,0,5.6,1
2.32,1,4.8,2,1,10.3,1
23.69,15,6,0,3,13.7,1
23.1,8,6.8,0,2,14.7,2
22.24,16,2.9,1,0,13.4,1
22.13,9,3.5,1,0,4.8,1
2.64,12,1.3,0,2,15,1
22.81,16,6.5,0,2,8.8,1
0.8,11,1.5,2,0,14.3,2
1.63,8,3.9,2,3,12.3,1
0.57,14,6.7,1,1,1.7,1
22.16,9,1.7,2,0,10.3,1
2.69,18,8,2,0,6.4,1
22.06,16,5,0,0,9.8,1
2.56,6,1.9,0,0,5.7,1
3.35,13,1.1,2,2,12.1,1
0.59,12,3.4,0,0,3.4,1
1.21,1,2.5,0,2,3.4,1
0.86,15,4.2,0,3,6.5,2
0.33,16,4.3,3,0,11.6,1
3.32,5,2.1,1,1,10.5,2
3.35,0,5.6,1,3,9.6,1
0.01,5,3.9,1,2,10.9,1
1.68,0,5.4,0,1,3.4,1
3.55,9,7,3,2,14.3,1
3.76,19,2.2,1,1,6.4,1
1.05,7,4,3,2,9.1,1
0.71,15,6.9,2,0,10.5,1
23.67,11,6.1,3,0,3,1
3.74,18,3.1,1,1,13.1,1
22.86,13,6.3,2,1,3.4,1
1.47,7,3.7,2,2,2.5,2
23.69,18,7.8,0,3,1.6,2
23.67,14,2.8,3,1,9.2,1
0.43,4,2.2,3,0,9.3,1
3.98,16,7.2,2,1,3.9,1
22.33,13,4.5,3,3,7,2
1.47,14,6.2,1,0,4,1
22.49,7,7.7,0,2,1.2,1
22.93,3,2.4,2,2,8.5,1
0.63,6,1.7,2,3,11.3,2
1.06,6,2.5,3,0,4.8,1
23.55,4,1.8,2,2,9.5,1
23.9,9,7.7,1,2,11.3,1
22.52,19,6,2,3,3.7,1
23.82,4,5.6,0,0,12.6,1
3.79,3,7.7,0,1,2,1
3.66,10,7.8,1,0,7,1
0.01,5,7.4,3,3,3.1,1
1.42,14,5.6,2,3,3.7,1
3.45,10,4.5,1,3,3.5,1
22.04,6,1.3,0,3,3.7,1
2.86,18,7.1,2,3,13.1,1
3.68,4,1.7,0,3,13.3,2
22.55,3,1.6,3,3,1.4,1
22.97,0,5.6,0,0,3.6,2
3.75,15,6.8,3,3,13.8,2
1.22,11,5.8,2,1,2.4,1
22.09,19,3.6,3,3,10.7,1
23.54,17,6.8,2,2,1.8,2
0.7,19,1,2,0,2.4,2
2.15,1,2.2,2,3,8.8,1
2.39,12,4.5,3,3,1.5,2
3.96,11,7.1,3,3,13.4,1
23.72,3,1.7,0,0,5.9,1
1.22,3,4.5,0,0,14,1
1.19,12,2.4,2,1,2.3,1
0.43,2,2.5,3,1,4.1,2
23.01,16,6.9,2,0,4.9,2
3.85,6,2.2,1,3,4.3,1
3.11,12,1.5,1,3,7.9,1
0.99,14,1.6,3,3,3.2,2
1.61,13,3.5,0,0,2.5,1
23.36,15,4.8,3,1,6.2,2
1.26,16,1.1,3,2,2.8,2
2.16,15,8,1,3,9.5,1
1.09,15,7.6,0,1,9.5,1
3.93,0,4.3,3,2,6.8,1
1.66,13,2,3,2,8.3,1
0.22,1,2.1,3,3,14.6,1
2.63,8,3.7,0,2,12.8,1
23.02,18,7.4,2,2,11.1,1
0.3,4,3.9,3,1,11.9,1
0.08,9,3.7,2,0,10.3,1
0.59,5,7.4,1,0,4.8,1
2.68,2,8,2,3,1.5,1
0.9,1,3.7,0,1,3.2,1
2.76,18,7.7,2,2,11.2,1
1.45,5,1.9,0,1,1.7,1
0.05,9,2.4,3,1,3.9,1
2.85,17,4,2,3,2.9,2
23.43,13,3.7,0,1,9.1,1
23.34,1,2.6,3,1,6.8,2
1.02,3,4.3,0,0,14.4,1
23.56,14,6.1,1,0,7.3,2
22.05,5,2.1,0,2,1,2
1.88,5,3.5,2,3,13.7,1
1.06,8,1.2,2,2,3.7,1
0.67,19,7.7,0,1,6,1
3.79,17,6.3,1,3,8.1,2
1.42,3,3.3,3,0,10.9,2
3.17,0,2.2,2,3,4.1,1
22.84,3,4.7,3,1,3,1
1.41,2,2.6,3,3,5.1,1
3.2,12,4.8,3,2,7.8,2
1.49,14,3.8,0,0,10,1
2.3,0,4.9,3,3,11.9,1
0.23,15,4.8,3,3,4.9,2
22.55,1,1,0,3,12.3,1
0.74,5,5.9,0,3,9.6,1
0.36,0,5.1,1,3,11.2,2
3.19,16,5.2,3,0,14.6,1
23.46,16,2.9,2,3,13,1
3.79,0,7.7,2,3,4.7,2
3.74,15,3.6,1,3,10.9,2
23.48,8,2.7,1,2,6,2
0.08,1,1.2,1,3,12.6,1
3.36,4,5.2,2,1,11.2,1
3.79,7,6.8,1,0,2.6,1
0.66,0,2.3,2,1,11.7,2
23.92,8,5.8,3,0,5.8,2
1.15,13,1,0,3,8.6,1
2.12,16,5.2,0,3,13.1,1
23.64,4,1.5,3,0,9.2,2
2.41,7,7.3,3,2,12.9,2
22.31,16,3,3,3,2.8,1
22.3,11,4.4,2,0,1.3,1
0.31,18,3.7,0,0,13.4,2
0.12,7,5.1,2,1,8.7,1
23.89,18,3.2,0,3,14.1,1
0.94,11,7.5,2,3,14.7,1
23.92,7,3.3,3,1,5.8,1
